epoch,lr,train_loss,val_loss,val_macro_f1,seconds
1,5.9999999999999995e-05,0.5832781084254799,0.6368008754024767,0.6218803955423011,4.227
2,0.00011999999999999999,0.5213629866601097,0.6852603845944688,0.5808935131211368,3.863
3,0.00017999999999999998,0.5167476284888483,0.7150769431024926,0.6690321308890202,3.886
4,0.00023999999999999998,0.48474212496378793,0.683409378953176,0.6567398119122259,3.911
5,0.0003,0.5054957901145247,0.8378246012887999,0.621677888022679,3.906
6,0.0003,0.48127081582490544,0.6228694512963839,0.7287612570061086,3.888
7,0.0002998688630997793,0.43372953799993497,0.5929046597110627,0.7808173477898249,3.844
8,0.0002994756824578009,0.3990743246439169,0.6744290598451275,0.7769100169779287,3.871
9,0.00029882114784651444,0.40724775457010914,0.6670324330188367,0.77061337355455,3.867
10,0.0002979064075420405,0.3686556030433621,0.6418857558132851,0.7624332443257678,3.954
11,0.00029673306630970396,0.3561931246843964,0.6553335323181326,0.7695707070707071,4.026
12,0.00029530318258873034,0.3392402296336792,0.6309119822227791,0.7849397212761957,3.961
13,0.00029361926488104403,0.3645918715716204,0.557342627277113,0.8149400033800912,3.884
14,0.00029168426735050345,0.3543127186107423,0.6115033332615682,0.7212959168266431,3.981
15,0.0002895015846402936,0.3387823859364358,0.6671312769798383,0.7839284589709679,3.851
16,0.0002870750459175688,0.34713792257234705,0.6349774420805717,0.7661676960117241,3.871
17,0.00028440890815579226,0.3279676540144559,0.7351060776405682,0.7577021276595743,3.887
18,0.0002815078486665576,0.32734237675937317,0.6145539596744868,0.8080230422441144,3.824
19,0.0002783769568939958,0.3146660753564124,0.5525122216847389,0.8397013614404918,3.804
20,0.0002750217254861599,0.3096624359538213,0.7105704657563335,0.7511363636363637,3.881
21,0.00027144804065905466,0.2965902819715697,0.6555370677551723,0.7791596638655462,3.875
22,0.00026766217187021305,0.3019571674281153,0.59418603873144,0.8251680672268907,3.82
23,0.00026367076081993757,0.30601695226350006,0.5522407086472533,0.843807685853331,3.876
24,0.00025948080979950103,0.2916710483484194,0.5645367418794327,0.8401826484018264,3.836
25,0.0002550996694067482,0.2988346712342624,0.600681040384998,0.8167057248074991,3.843
26,0.00025053502565064933,0.30165376884653516,0.6532425630038188,0.8047962648556876,3.705
27,0.0002457948864674291,0.2855399588456541,0.5834394813128257,0.8310361365389828,2.039
28,0.00024088756767192502,0.29457860575104183,0.7000546743880668,0.7747339253101581,2.05
29,0.0002358216783688225,0.296067884455003,0.7141250997917837,0.7671038638780575,3.449
30,0.0002306061058493599,0.28686079959715566,0.6500106742392936,0.7897395224578394,3.704
31,0.00022524999999999992,0.29476847087713715,0.7033179497609944,0.77061337355455,3.783
