epoch,lr,train_loss,val_loss,val_macro_f1,seconds
1,5.9999999999999995e-05,0.6517714240472803,0.6217364007479524,0.678219533275713,3.705
2,0.00011999999999999999,0.5769027299255447,0.8226087615914541,0.5262451202227914,3.411
3,0.00017999999999999998,0.5377928044081662,0.5527167222271226,0.7851013633421717,3.663
4,0.00023999999999999998,0.47946590059263433,0.6061410038438562,0.7626697265251483,3.716
5,0.0003,0.49072271870400525,0.7547562536039308,0.7393782491596551,3.396
6,0.0003,0.39655255182972876,0.9186337228235044,0.6040159878188047,3.757
7,0.0002998688630997793,0.37188268792900925,0.7380873645277328,0.7435313874096825,3.633
8,0.0002994756824578009,0.3521525539611034,0.67118583041239,0.7500438981562774,5.099
9,0.00029882114784651444,0.34916031695260413,1.0016222011008764,0.6592508302175982,3.535
10,0.0002979064075420405,0.33141178939659244,0.8334060281379038,0.7102719913895552,3.429
11,0.00029673306630970396,0.32953158725030296,0.6858079449771202,0.7666367188316165,3.621
12,0.00029530318258873034,0.3130252559758876,0.6249141644125116,0.7812838656212151,3.422
13,0.00029361926488104403,0.30783887209992994,0.6803645608631987,0.752262443438914,3.654
