epoch,lr,train_loss,val_loss,val_acc,seconds
1,5.9999999999999995e-05,0.646291740209676,0.643935889413912,67.12328767123287,3.93
2,0.00011999999999999999,0.6384865217503075,0.6038366463630711,76.25570776255708,3.55
3,0.00017999999999999998,0.5549921423544679,0.6609346469243368,74.42922374429224,4.38
4,0.00023999999999999998,0.4537369444212561,1.016427342750166,57.534246575342465,5.07
5,0.0003,0.4360406402086403,0.8078503733900584,72.6027397260274,3.54
6,0.0003,0.4342411019823298,0.6101336035554268,77.6255707762557,3.54
7,0.0002998688630997793,0.35230492286512494,0.7980346385746786,69.86301369863014,3.61
8,0.0002994756824578009,0.3471826377214492,1.0443169265032903,57.99086757990868,3.5
9,0.00029882114784651444,0.3318303657479257,0.6581238459234369,77.1689497716895,3.59
10,0.0002979064075420405,0.3130170700946339,0.6671519034529385,79.45205479452055,3.51
11,0.00029673306630970396,0.3058756388115048,0.7338490584125258,75.79908675799086,4.94
12,0.00029530318258873034,0.29619646337444483,0.9226965392561264,66.66666666666666,4.77
13,0.00029361926488104403,0.28468291931115236,1.1140576987506048,61.18721461187214,5.65
