epoch,lr,train_loss,val_loss,val_acc,seconds
1,5.9999999999999995e-05,0.614965113967624,0.6148794290681953,74.88584474885845,3.94
2,0.00011999999999999999,0.5388308431335763,0.7067799198028704,74.88584474885845,3.48
3,0.00017999999999999998,0.4922686239768719,0.6189750794950686,78.53881278538812,3.49
4,0.00023999999999999998,0.5147284766922273,0.6699356502049589,75.79908675799086,3.46
5,0.0003,0.44985135388586495,0.7060570175244928,76.25570776255708,3.44
6,0.0003,0.42634116748018447,0.6280317442602219,77.1689497716895,3.41
7,0.0002998688630997793,0.39773064139024566,0.6067711476865969,81.7351598173516,3.44
8,0.0002994756824578009,0.3610182806302496,0.6442509603826967,77.6255707762557,3.42
9,0.00029882114784651444,0.35413777483451087,0.6450148303759152,78.99543378995433,3.44
10,0.0002979064075420405,0.33116973968050767,0.662478313054124,78.53881278538812,3.52
11,0.00029673306630970396,0.31921493834727865,0.7526279170763547,75.79908675799086,3.61
12,0.00029530318258873034,0.3271447034248123,0.6555239435744612,78.08219178082192,3.61
13,0.00029361926488104403,0.30550034929303094,0.7422162310717857,74.88584474885845,3.66
14,0.00029168426735050345,0.32027116272022516,0.7206849600082119,76.25570776255708,3.55
15,0.0002895015846402936,0.29128272620934137,0.7127420494001205,76.71232876712328,3.52
