epoch,lr,train_loss,val_loss,val_macro_f1,seconds
1,5.9999999999999995e-05,0.6559498220301125,0.740536076293144,0.3565964523281596,4.224
2,0.00011999999999999999,0.6154631287803777,0.9202773081113215,0.6172052154195011,3.838
3,0.00017999999999999998,0.5755253626347383,0.6374182932453069,0.7312883435582822,4.064
4,0.00023999999999999998,0.456894424489765,0.744436960786445,0.7326007326007326,3.917
5,0.0003,0.45929427803589806,0.6905872070626037,0.75109284840007,3.816
6,0.0003,0.42495000147037604,0.5519457037590411,0.7444684528954192,3.873
7,0.0002998688630997793,0.38412194925589715,0.7938567889879827,0.7087306417799419,3.559
8,0.0002994756824578009,0.36448833326487623,0.6892779673615547,0.7457783034364939,3.015
9,0.00029882114784651444,0.36009623468949303,0.6954242557151132,0.7338533265572177,3.737
10,0.0002979064075420405,0.3432891136609958,0.7150489717858023,0.7668441064638785,3.431
11,0.00029673306630970396,0.32311481192683167,0.6746482721202449,0.7418836387013823,5.103
12,0.00029530318258873034,0.31074755398215953,0.6859986052665537,0.7512696882031501,3.553
13,0.00029361926488104403,0.3183583967085346,0.9305434765881055,0.6389075962007384,3.396
14,0.00029168426735050345,0.31552911974311604,0.8296580096902368,0.6813966175668302,3.408
