epoch,lr,train_loss,val_loss,val_macro_f1,seconds
1,5.9999999999999995e-05,0.6749555310187836,0.6278907496090893,0.6939828449814045,2.2
2,0.00011999999999999999,0.6394062885282569,0.5608270288058067,0.7808173477898249,2.604
3,0.00017999999999999998,0.5432033620488982,0.7726420594132655,0.4045228159913851,2.186
4,0.00023999999999999998,0.5113456625617697,0.8898977591022509,0.395224171539961,2.209
5,0.0003,0.5125910447596709,0.5851498678938983,0.7944188428059396,3.363
6,0.0003,0.4706076987920171,0.7388683356106553,0.636510274212778,3.118
7,0.0002998688630997793,0.4412089431365375,0.6253344000202335,0.7713032581453634,2.265
8,0.0002994756824578009,0.4405250739825971,0.6761062972621831,0.7858772406300923,2.151
9,0.00029882114784651444,0.4642322222645777,0.6199411251773573,0.7968460111317255,2.205
10,0.0002979064075420405,0.4589030487528107,0.6114293747840951,0.7312883435582822,2.165
11,0.00029673306630970396,0.40382371689625224,0.5479375284556385,0.7998980047172818,2.525
12,0.00029530318258873034,0.38284586543106514,0.7161126490597312,0.7391822151647478,2.202
13,0.00029361926488104403,0.38493761027634577,0.6452450882898618,0.7338533265572177,1.399
14,0.00029168426735050345,0.39603077392898844,0.5762089616087473,0.8025841346153847,1.917
15,0.0002895015846402936,0.3652239213591486,0.7033818170904569,0.7815319222761972,1.349
16,0.0002870750459175688,0.3398508586076447,0.7440620377727839,0.7215170105967652,2.016
17,0.00028440890815579226,0.39151996264794325,0.678168258710539,0.7060527941709098,2.548
18,0.0002815078486665576,0.3363798596316937,0.6056309323332626,0.8163897069888428,2.17
19,0.0002783769568939958,0.3379603029954029,0.6624579963074427,0.8125641903457721,2.442
