epoch,lr,train_loss,val_loss,val_macro_f1,seconds
1,5.9999999999999995e-05,0.6559498220301125,0.740536076293144,0.3565964523281596,4.226
2,0.00011999999999999999,0.6154631287803777,0.9202773081113215,0.6172052154195011,3.464
3,0.00017999999999999998,0.5755253626347383,0.6374182932453069,0.7312883435582822,5.122
4,0.00023999999999999998,0.456894424489765,0.744436960786445,0.7326007326007326,3.52
5,0.0003,0.45929427803589806,0.6905872070626037,0.75109284840007,3.42
6,0.0003,0.42495000147037604,0.5519457037590411,0.7444684528954192,3.603
7,0.00029996491205376335,0.3817767806355326,0.6617424254003725,0.7340388619014573,3.498
8,0.0002998596646854745,0.36065307990122397,0.6615190154885593,0.7487499188258977,3.676
9,0.00029968430729866523,0.3493736173094081,0.7936763529363833,0.687263413196727,3.458
10,0.0002994389222067878,0.3255504219481652,0.7341252091812761,0.7685338970255172,3.633
11,0.0002991236245945768,0.3232717300170392,0.6935072021397282,0.7277129457956156,3.688
12,0.000298738562463981,0.30681195982699266,0.7130067528110661,0.7212028094820018,3.407
13,0.00029828391656469045,0.31834826955137946,0.8031472784199126,0.71443345323741,3.712
14,0.00029775990030929205,0.31530449566342816,0.8890471594518723,0.6106435936944412,3.514
15,0.0002971667596730928,0.3106171496879266,0.783759173737269,0.727078511661029,5.134
16,0.000296504773078658,0.2948071526911207,0.9094994650583833,0.6552777777777778,4.078
17,0.0002957742512651185,0.3048697122439469,0.7137999305986378,0.7563747409750246,3.777
18,0.0002949755371423087,0.29200743369886517,0.7730918137450197,0.727078511661029,4.02
19,0.0002941090056298032,0.28822332507971593,0.726629374778434,0.7585978835978835,3.991
20,0.000293175063480928,0.2819749641378699,0.745061811791163,0.7404302019315189,3.476
21,0.000292174149091829,0.28646865387702397,0.6926095224406621,0.7700417872066859,2.76
22,0.0002911067322956872,0.2885060358073991,0.6230733802873795,0.777193324241834,1.993
23,0.0002899733141421768,0.28419003859700726,0.6553793639352877,0.7944188428059396,2.023
24,0.00028877442666227094,0.27816541654457977,0.8074268968137976,0.7299145682445007,4.059
25,0.0002875106326185038,0.276026871434313,0.6819322868569256,0.7881419696025109,4.058
26,0.0002861825252408081,0.28587338363150216,0.8756466521520049,0.6552777777777778,3.776
