epoch,lr,train_loss,val_loss,val_acc,seconds
1,5.9999999999999995e-05,0.6705060832165161,0.6100560471619645,77.6255707762557,5.95
2,0.00011999999999999999,0.5963733035236547,0.700654488720306,57.077625570776256,4.2
3,0.00017999999999999998,0.4889725020622266,0.7102343229126168,72.6027397260274,4.27
4,0.00023999999999999998,0.4899060402465171,0.7384669916814866,71.68949771689498,3.83
5,0.0003,0.38550746205649555,0.7541685000946533,75.79908675799086,3.55
6,0.0003,0.39242730285141986,0.6577490628037823,73.97260273972603,3.48
7,0.0002998688630997793,0.34243243001712037,0.9139351931881142,68.0365296803653,3.49
8,0.0002994756824578009,0.3566604472982545,0.8741965887209052,68.4931506849315,3.52
9,0.00029882114784651444,0.3248263607428033,0.778169751711632,72.14611872146118,3.47
10,0.0002979064075420405,0.3174508621190375,0.7343560141515514,74.42922374429224,3.51
11,0.00029673306630970396,0.31472647236478934,0.911739741830521,63.013698630136986,4.69
12,0.00029530318258873034,0.3024762850492911,0.7816296679788528,76.25570776255708,6.23
13,0.00029361926488104403,0.30081679080180684,0.7037851723361778,75.79908675799086,3.54
