epoch,lr,train_loss,val_loss,val_macro_f1,seconds
1,5.9999999999999995e-05,0.599264049954356,0.7203375125584537,0.7441588785046729,4.012
2,0.00011999999999999999,0.535808224898159,0.6552432451618316,0.7599089222465846,4.259
3,0.00017999999999999998,0.5297481640427476,0.5617752377301046,0.794245986178675,3.867
4,0.00023999999999999998,0.5545577977072278,0.7038854161898295,0.7528010033444816,4.108
5,0.0003,0.45285647192574185,0.7468545763459924,0.7576674948326618,5.236
6,0.0003,0.447905329396913,0.7038855149865695,0.7531724828852897,3.978
7,0.0002998688630997793,0.39995893083504497,0.5943179566021923,0.7978687699278404,3.941
8,0.0002994756824578009,0.35445924336971246,0.6439091887103913,0.8025993082486114,3.778
9,0.00029882114784651444,0.34388706210723047,0.8197601821324597,0.7199735449735449,4.31
10,0.0002979064075420405,0.3343486954956352,0.606214684710655,0.7787878787878788,4.233
11,0.00029673306630970396,0.3147825407438204,0.6596913767731898,0.7880050505050504,3.791
12,0.00029530318258873034,0.2996195209304801,0.6104725460483603,0.8033906090151784,4.11
13,0.00029361926488104403,0.2970723100711029,0.6514605338170648,0.7830749354005168,4.134
