epoch,lr,train_loss,val_loss,val_acc,seconds
1,5.9999999999999995e-05,0.6118647543686515,0.6848377461574938,69.40639269406392,8.49
2,0.00011999999999999999,0.5067749575393748,0.6025513328918038,75.34246575342466,6.64
3,0.00017999999999999998,0.5860755226105551,0.5878200528284186,73.51598173515981,3.93
4,0.00023999999999999998,0.5419591118947285,0.6518900750978897,73.51598173515981,3.74
5,0.0003,0.43054666240037615,0.6506188198856023,78.08219178082192,3.56
6,0.0003,0.4011523128881868,0.7914580084961843,70.77625570776256,3.51
7,0.0002998688630997793,0.391166987521232,0.6740146510677251,76.71232876712328,3.66
8,0.0002994756824578009,0.3874092379189174,0.6799686009481073,76.25570776255708,4.32
9,0.00029882114784651444,0.3668973550647994,0.6539803846786011,74.88584474885845,3.51
10,0.0002979064075420405,0.3421587360581514,0.7433492538591498,76.71232876712328,3.49
11,0.00029673306630970396,0.3615513368695146,0.630368013632352,77.6255707762557,3.51
12,0.00029530318258873034,0.33557911132678836,0.7116959476035479,70.31963470319634,3.54
13,0.00029361926488104403,0.33182759624434527,0.6939033914918769,76.71232876712328,3.49
