epoch,lr,train_loss,val_loss,val_acc,seconds
1,5.9999999999999995e-05,0.6664880532698872,0.6831587648282856,59.3607305936073,5.96
2,0.00011999999999999999,0.6033713366668578,0.628197096798518,74.42922374429224,5.09
3,0.00017999999999999998,0.5575880898476442,0.5473060743993821,77.1689497716895,4.71
4,0.00023999999999999998,0.5096877020488122,0.6520626289115105,74.42922374429224,3.74
5,0.0003,0.46087627179957946,0.6502813313105335,74.42922374429224,3.61
6,0.0003,0.362469134246594,0.6135326000653445,76.25570776255708,3.54
7,0.0002998688630997793,0.34932017810083615,0.7703297306957855,75.79908675799086,3.5
8,0.0002994756824578009,0.32704397996244594,0.7249107638450518,74.42922374429224,3.41
9,0.00029882114784651444,0.32761185703640716,0.7542642267871665,74.42922374429224,3.51
10,0.0002979064075420405,0.3196981001589416,0.702201395818632,74.88584474885845,3.55
11,0.00029673306630970396,0.3232359573071105,0.7477969589843053,73.51598173515981,3.51
12,0.00029530318258873034,0.30823090293130456,0.739295402073969,74.88584474885845,3.52
13,0.00029361926488104403,0.2994714488646532,0.7495921349416584,76.25570776255708,3.51
