epoch,lr,train_loss,val_loss,val_macro_f1,seconds
1,5.9999999999999995e-05,0.6389138791347756,0.6569876044852548,0.623702483229375,3.426
2,0.00011999999999999999,0.5705019964517124,0.9867296436605932,0.4825354427778919,3.713
3,0.00017999999999999998,0.5205026691061977,0.6249195549586047,0.7350476232375003,3.697
4,0.00023999999999999998,0.5375870337348437,0.8716215934927605,0.5581975202302967,3.408
5,0.0003,0.45629042612306936,0.6498317359244987,0.7685338970255172,4.99
6,0.0003,0.3810166015831744,0.6235335727804872,0.7827793605571383,3.644
7,0.0002998688630997793,0.37742996901654746,0.7856485540191877,0.6873894795150948,3.416
8,0.0002994756824578009,0.3436676972504786,0.7625204825510173,0.7367788461538461,2.874
9,0.00029882114784651444,0.32822608346406323,0.7308494424166745,0.7418836387013823,1.827
10,0.0002979064075420405,0.3094537760762124,0.9697267998299098,0.6355408640145902,2.496
11,0.00029673306630970396,0.30674734627160183,1.0342503029461865,0.5935953559192995,2.203
12,0.00029530318258873034,0.2985397303614635,0.8529344454203567,0.6775855723224143,2.612
13,0.00029361926488104403,0.28215819126768465,0.7842702767620348,0.7401911089061927,3.033
14,0.00029168426735050345,0.30483731314365964,0.8176827887966208,0.7137254901960784,2.612
