epoch,lr,train_loss,val_loss,val_macro_f1,seconds
1,5.9999999999999995e-05,0.6326114467041644,0.5310159739294008,0.7716466466466467,4.142
2,0.00011999999999999999,0.5406900433465026,0.5442843366431319,0.7572620616098877,3.913
3,0.00017999999999999998,0.5192034387747624,0.6901141124773243,0.7617174422497489,3.99
4,0.00023999999999999998,0.46555236296871216,0.6337456199676479,0.7423529411764705,4.077
5,0.0003,0.44851589643782847,0.7125016946226495,0.7532960614152203,4.119
6,0.0003,0.38726756086073677,0.6151635527066445,0.7852269170579029,3.82
7,0.0002998688630997793,0.380852098095006,0.5995129700665061,0.8077341137123746,4.137
8,0.0002994756824578009,0.3524700033585142,0.7349960742747947,0.7599089222465846,4.201
9,0.00029882114784651444,0.36515273476999516,0.7292443138279326,0.7245402498265094,4.232
10,0.0002979064075420405,0.3505710248024233,0.716009794849239,0.7476958525345623,2.184
11,0.00029673306630970396,0.3325274982494825,0.7069770993163053,0.7496387049459675,2.124
12,0.00029530318258873034,0.32016904279175273,0.5668624323797008,0.8306972273876434,3.353
13,0.00029361926488104403,0.31554789610778927,0.6719232051884203,0.7461796016483516,3.733
