epoch,lr,train_loss,val_loss,val_macro_f1,seconds
1,5.9999999999999995e-05,0.6443422914147708,0.6253636993773996,0.7397283531409168,3.574
2,0.00011999999999999999,0.6216822837444728,0.5798209168050932,0.7985785953177258,3.508
3,0.00017999999999999998,0.5899223037200746,0.5981102353089476,0.7566921706320091,3.744
4,0.00023999999999999998,0.5652977411716498,0.621909988253084,0.679328165374677,3.472
5,0.0003,0.4843862398986753,0.5616164204736823,0.7815319222761972,3.578
6,0.0003,0.37541353679352696,0.8308308380379524,0.6010546500479387,4.182
7,0.0002998688630997793,0.3468933997716156,0.6436778105557237,0.7659286727014942,4.504
8,0.0002994756824578009,0.34932064113847544,0.6758740977065204,0.7659286727014942,3.476
9,0.00029882114784651444,0.3097839970069173,0.7251269599618433,0.7297446808510639,3.425
10,0.0002979064075420405,0.31762318096934855,0.8801544877492129,0.6275510204081632,3.773
11,0.00029673306630970396,0.30681030093596473,0.7754896057250837,0.7200932798170281,3.414
12,0.00029530318258873034,0.2895847921274714,0.7332987611152265,0.7457783034364939,3.738
13,0.00029361926488104403,0.2890410061807617,0.8370961870777008,0.6654166666666667,3.668
