epoch,lr,train_loss,val_loss,val_acc,seconds
1,5.9999999999999995e-05,0.612098722091904,0.6038253876172244,73.97260273972603,3.97
2,0.00011999999999999999,0.544219231114902,0.7625074775795958,62.55707762557078,3.55
3,0.00017999999999999998,0.541541371979358,0.5894928963761351,76.25570776255708,3.5
4,0.00023999999999999998,0.4716362867326174,0.7078578727974739,76.25570776255708,3.61
5,0.0003,0.4641044169034523,0.599432061796319,77.6255707762557,3.54
6,0.0003,0.3872467775366065,0.6322467019568839,77.6255707762557,3.43
7,0.0002998688630997793,0.38391481669779215,0.7030074925727496,73.51598173515981,3.48
8,0.0002994756824578009,0.3659124564010654,0.6545243791249244,76.71232876712328,3.45
9,0.00029882114784651444,0.3633141001816984,0.7106569744136235,76.71232876712328,3.44
10,0.0002979064075420405,0.3811656241289633,0.6786296090034589,78.08219178082192,3.5
11,0.00029673306630970396,0.33156257808142164,0.6193514240386824,80.36529680365297,3.51
12,0.00029530318258873034,0.34817168736484344,0.6917750789150255,78.53881278538812,3.53
13,0.00029361926488104403,0.317734570007303,0.7364159313511086,76.71232876712328,3.51
