epoch,lr,train_loss,val_loss,val_acc,seconds
1,5.9999999999999995e-05,0.6307057694238447,0.655548647114131,71.68949771689498,8.57
2,0.00011999999999999999,0.5615684412763542,0.7588543004641249,53.42465753424658,4.56
3,0.00017999999999999998,0.5591804728765101,0.6212820772711001,69.86301369863014,3.63
4,0.00023999999999999998,0.49656836344773003,0.6524999143053952,75.79908675799086,3.53
5,0.0003,0.481733855321846,0.6187907400196546,81.27853881278538,3.67
6,0.0003,0.44034561914096215,0.7363551800653815,76.71232876712328,3.6
7,0.0002998688630997793,0.3677893381041908,0.7574053012072768,69.40639269406392,3.51
8,0.0002994756824578009,0.34514807251640794,0.672505276932564,74.42922374429224,3.52
9,0.00029882114784651444,0.332161552147974,0.755890184885835,72.6027397260274,3.5
10,0.0002979064075420405,0.33017945211751387,0.7182812734281636,73.0593607305936,4.69
11,0.00029673306630970396,0.3127861356920769,0.7005600613546153,73.0593607305936,3.98
12,0.00029530318258873034,0.3079546098247908,0.7341361448645047,73.0593607305936,3.82
13,0.00029361926488104403,0.29317139190988717,0.7390631769345776,77.1689497716895,3.6
