family,file,machine,arch,dotnet,upx,n_exec,max_entropy,tag
everyday,qbittorrent_5.2.3_lt20_x64_setup.exe,0x14c,x86,0,0,1,6.49,plain
everyday,qdbus.exe,0x8664,x64,0,0,1,6.11,plain
everyday,qicns.dll,0x8664,x64,0,0,1,6.20,plain
everyday,qico.dll,0x8664,x64,0,0,1,6.21,plain
everyday,qjpeg.dll,0x8664,x64,0,0,1,6.42,plain
everyday,qjpeg_3fd6cd89.dll,0x8664,x64,0,0,1,6.08,plain
everyday,qjpeg_a34a20b9.dll,0x8664,x64,0,0,1,6.43,plain
everyday,qminimal.dll,0x8664,x64,0,0,1,5.40,plain
everyday,qml.exe,0x8664,x64,0,0,1,6.11,plain
everyday,qmldbg_inspector.dll,0x8664,x64,0,0,1,6.20,plain
everyday,qmldbg_local.dll,0x8664,x64,0,0,1,5.99,plain
everyday,qmllint.exe,0x8664,x64,0,0,1,6.11,plain
everyday,qmlplugin.dll,0x8664,x64,0,0,1,6.04,plain
everyday,qmodernwindowsstyle.dll,0x8664,x64,0,0,1,6.20,plain
everyday,qqc2materialstyleplugin.dll,0x8664,x64,0,0,1,6.14,plain
everyday,qsvg.dll,0x8664,x64,0,0,1,6.05,plain
everyday,qtattributionsscanner.exe,0x8664,x64,0,0,1,6.01,plain
everyday,qtiff.dll,0x8664,x64,0,0,1,6.23,plain
everyday,qtiff_dd08a7a1.dll,0x8664,x64,0,0,1,6.45,plain
everyday,qtpaths6.exe,0x8664,x64,0,0,1,6.13,plain
everyday,qtquickcontrols2basicstyleplugin.dll,0x8664,x64,0,0,1,6.00,plain
everyday,qtquickcontrols2nativestyleplugin.dll,0x8664,x64,0,0,1,6.28,plain
everyday,qtquickcontrols2plugin.dll,0x8664,x64,0,0,1,5.96,plain
everyday,qtquickdialogs2quickimplplugin.dll,0x8664,x64,0,0,1,6.04,plain
everyday,quicklintplugin.dll,0x8664,x64,0,0,1,6.12,plain
everyday,quickstart.exe,0x8664,x64,0,0,1,6.03,plain
everyday,qwbmp.dll,0x8664,x64,0,0,1,6.09,plain
everyday,qwbmp_8f3ae185.dll,0x8664,x64,0,0,1,6.09,plain
everyday,qwebp.dll,0x8664,x64,0,0,1,6.51,plain
everyday,qwindows.dll,0x8664,x64,0,0,1,6.45,plain
everyday,raptor2.dll,0x8664,x64,0,0,1,6.26,plain
everyday,reflectionlo.dll,0x8664,x64,0,0,1,6.04,plain
everyday,regview.exe,0x8664,x64,0,0,1,5.99,plain
everyday,revenge.dll,0x8664,x64,0,0,1,6.31,plain
everyday,rpostback.exe,0x8664,x64,0,0,1,5.62,plain
everyday,rsession-utf8.exe,0x8664,x64,0,0,1,2.28,plain
everyday,rsession.dll,0x14c,x86,0,0,1,6.51,plain
everyday,rsession.exe,0x8664,x64,0,0,1,2.28,plain
everyday,rsession_4c21f534.exe,0x14c,x86,0,0,1,3.60,plain
everyday,rst2html5.exe,0x8664,x64,0,0,1,6.40,plain
everyday,rstudio.exe,0x8664,x64,0,0,4,6.54,plain
everyday,rtmp-services.dll,0x8664,x64,0,0,1,6.14,plain
everyday,scribus134format.dll,0x8664,x64,0,0,1,6.20,plain
everyday,scribusexportpixmap.dll,0x8664,x64,0,0,1,5.94,plain
everyday,sddlo.dll,0x8664,x64,0,0,1,5.86,plain
everyday,sdraw.exe,0x8664,x64,0,0,1,6.05,plain
everyday,sduilo.dll,0x8664,x64,0,0,1,6.12,plain
everyday,senddoc.exe,0x8664,x64,0,0,1,6.04,plain
everyday,setup.exe,0x14c,x86,0,0,1,6.51,plain
everyday,shared.dll,0x8664,x64,0,0,1,6.25,plain
everyday,shotcut-win64-26.8.1.exe,0x14c,x86,0,0,2,6.38,plain
everyday,sigcheck64.exe,0x8664,x64,0,0,1,6.46,plain
everyday,singleprovlo.dll,0x8664,x64,0,0,1,5.97,plain
everyday,skialo.dll,0x8664,x64,0,0,1,6.42,plain
everyday,smdlo.dll,0x8664,x64,0,0,1,5.90,plain
everyday,smoothpath.dll,0x8664,x64,0,0,1,6.08,plain
everyday,softokn3.dll,0x8664,x64,0,0,1,6.22,plain
everyday,softokn3_73e75f57.dll,0x8664,x64,0,0,1,6.25,plain
everyday,spsupp_helper.exe,0x8664,x64,0,0,1,6.01,plain
everyday,sqlite3.dll,0x8664,x64,0,0,1,6.49,plain
everyday,sqlite31.dll,0x8664,x64,0,0,1,6.50,plain
everyday,sqlite3_321ab214.dll,0x8664,x64,0,0,1,6.49,plain
everyday,srt.dll,0x8664,x64,0,0,1,6.43,plain
everyday,ssl3.dll,0x8664,x64,0,0,1,6.27,plain
everyday,standalonesetup64.exe,0x14c,x86,0,0,2,6.70,plain
everyday,stocserviceslo.dll,0x8664,x64,0,0,1,6.43,plain
everyday,strings.exe,0x14c,x86,0,0,1,6.61,plain
everyday,strings64.exe,0x8664,x64,0,0,1,6.48,plain
everyday,svgimplugin.dll,0x8664,x64,0,0,1,6.11,plain
everyday,sw_writerfilterlo.dll,0x8664,x64,0,0,1,6.23,plain
everyday,swdlo.dll,0x8664,x64,0,0,1,5.88,plain
everyday,sweb.exe,0x8664,x64,0,0,1,6.05,plain
everyday,swresample-6.dll,0x8664,x64,0,0,1,6.58,plain
everyday,swscale-9.dll,0x8664,x64,0,0,1,6.65,plain
everyday,swuilo.dll,0x8664,x64,0,0,1,6.10,plain
everyday,sync64.exe,0x8664,x64,0,0,1,6.47,plain
everyday,t64.exe,0x8664,x64,0,0,1,6.41,plain
everyday,tcpvcon.exe,0x14c,x86,0,0,1,6.63,plain
everyday,tee.exe,0x8664,x64,0,0,1,6.51,plain
everyday,testcon.exe,0x8664,x64,0,0,1,6.23,plain
everyday,text-freetype2.dll,0x8664,x64,0,0,1,6.46,plain
everyday,tracegen.exe,0x8664,x64,0,0,1,6.38,plain
everyday,tsetup-x64.7.1.4.exe,0x14c,x86,0,0,2,6.40,plain
everyday,turbojpeg.dll,0x8664,x64,0,0,1,6.59,plain
everyday,turbojpeg_ed9e641d.dll,0x8664,x64,0,0,1,6.60,plain
everyday,typst.exe,0x8664,x64,0,0,1,6.33,plain
everyday,ucrtbase.dll,0x8664,x64,0,0,1,6.65,plain
everyday,ucrtbase_8c9d0d38.dll,0x8664,x64,0,0,2,6.54,plain
everyday,uninstall.exe,0x14c,x86,0,0,1,6.47,plain
everyday,unoidllo.dll,0x8664,x64,0,0,1,6.24,plain
everyday,unoinfo.exe,0x8664,x64,0,0,1,5.94,plain
everyday,updater.exe,0x8664,x64,0,0,1,6.21,plain
everyday,updater_5e647528.exe,0x8664,x64,0,0,1,6.52,plain
everyday,updchklo.dll,0x8664,x64,0,0,1,6.35,plain
everyday,vcruntime140.dll,0x14c,x86,0,0,1,6.57,plain
everyday,vcruntime140_1.dll,0x8664,x64,0,0,1,6.37,plain
everyday,vcruntime140_1_6d3a6cde.dll,0x8664,x64,0,0,1,6.36,plain
everyday,vcruntime140_1_d9de6e1b.dll,0x8664,x64,0,0,1,6.36,plain
everyday,vcruntime140_7bd7a81f.dll,0x8664,x64,0,0,2,6.49,plain
everyday,vcruntime140_a06c9ea4.dll,0x8664,x64,0,0,2,6.49,plain
everyday,venvwlauncher.exe,0x8664,x64,0,0,1,6.08,plain
everyday,vim.exe,0x8664,x64,0,0,1,6.40,plain
everyday,vim64.dll,0x8664,x64,0,0,1,6.54,plain
everyday,vim_c4dc54bf.exe,0x8664,x64,0,0,1,5.61,plain
everyday,vimrun.exe,0x8664,x64,0,0,1,6.49,plain
everyday,vk_swiftshader.dll,0x8664,x64,0,0,1,6.37,plain
everyday,vlc-video.dll,0x8664,x64,0,0,1,6.04,plain
everyday,vlc.exe,0x8664,x64,0,0,1,6.12,plain
everyday,vlc_cache_gen.exe,0x8664,x64,0,0,1,6.27,plain
everyday,vtkChartsCore-9.3.dll,0x8664,x64,0,0,1,6.36,plain
everyday,vtkFiltersGeneral-9.3.dll,0x8664,x64,0,0,1,6.38,plain
everyday,vtkFiltersParallel-9.3.dll,0x8664,x64,0,0,1,6.23,plain
everyday,vtkFiltersSources-9.3.dll,0x8664,x64,0,0,1,6.24,plain
everyday,vtkFiltersTensor-9.3.dll,0x8664,x64,0,0,1,6.08,plain
everyday,vtkFiltersTopology-9.3.dll,0x8664,x64,0,0,1,6.08,plain
everyday,vtkGUISupportQt-9.3.dll,0x8664,x64,0,0,1,6.22,plain
everyday,vtkIOCityGML-9.3.dll,0x8664,x64,0,0,1,6.05,plain
everyday,vtkIOImport-9.3.dll,0x8664,x64,0,0,1,6.19,plain
everyday,vtkIOInfovis-9.3.dll,0x8664,x64,0,0,1,6.14,plain
everyday,vtkIOLegacy-9.3.dll,0x8664,x64,0,0,1,6.14,plain
everyday,vtkIOXdmf3-9.3.dll,0x8664,x64,0,0,1,5.26,plain
everyday,vtkImagingGeneral-9.3.dll,0x8664,x64,0,0,1,6.43,plain
everyday,vtkRenderingAnnotation-9.3.dll,0x8664,x64,0,0,1,6.15,plain
everyday,vtkWrappingPythonCore3.11-9.3.dll,0x8664,x64,0,0,1,6.19,plain
everyday,vtkioss-9.3.dll,0x8664,x64,0,0,1,6.32,plain
everyday,vtkloguru-9.3.dll,0x8664,x64,0,0,1,6.19,plain
everyday,w32-pthreads.dll,0x8664,x64,0,0,1,6.15,plain
everyday,w32.exe,0x14c,x86,0,0,1,6.51,plain
everyday,w64.exe,0x8664,x64,0,0,1,6.40,plain
everyday,wheel.exe,0x8664,x64,0,0,1,6.41,plain
everyday,whois.exe,0x14c,x86,0,0,1,6.62,plain
everyday,whois64.exe,0x8664,x64,0,0,1,6.49,plain
everyday,win-capture.dll,0x8664,x64,0,0,1,6.15,plain
everyday,win-dshow.dll,0x8664,x64,0,0,1,6.29,plain
everyday,win-wasapi.dll,0x8664,x64,0,0,1,6.08,plain
everyday,windowplugin.dll,0x8664,x64,0,0,1,5.70,plain
everyday,wininst-14.0.exe,0x14c,x86,0,0,1,6.61,plain
everyday,wininst-7.1.exe,0x14c,x86,0,0,1,6.50,plain
everyday,wininst-9.0-amd64.exe,0x8664,x64,0,0,1,6.45,plain
everyday,winpty-agent.exe,0x8664,x64,0,0,1,5.77,plain
everyday,winpty64.dll,0x8664,x64,0,0,1,5.75,plain
everyday,wmfclearkey.dll,0x8664,x64,0,0,1,6.34,plain
everyday,wpd.dll,0x8664,x64,0,0,1,6.24,plain
everyday,wxc-host-prep.exe,0x8664,x64,0,0,1,6.45,plain
everyday,wxc-test-proxy.exe,0x8664,x64,0,0,1,6.23,plain
everyday,wxc-windows-sandbox-daemon.exe,0x8664,x64,0,0,1,6.44,plain
everyday,wxmsw332u_aui_vc_x64_custom.dll,0x8664,x64,0,0,1,6.17,plain
everyday,wxmsw332u_html_vc_x64_custom.dll,0x8664,x64,0,0,1,6.13,plain
everyday,wxmsw332u_propgrid_vc_x64_custom.dll,0x8664,x64,0,0,1,6.14,plain
everyday,wxmsw332u_richtext_vc_x64_custom.dll,0x8664,x64,0,0,1,6.20,plain
everyday,xmlreaderlo.dll,0x8664,x64,0,0,1,6.06,plain
everyday,xpdfimport.exe,0x8664,x64,0,0,1,6.39,plain
everyday,xul.dll,0x8664,x64,0,0,1,6.43,plain
everyday,xxd.exe,0x8664,x64,0,0,1,6.47,plain
everyday,zlib.dll,0x8664,x64,0,0,1,6.41,plain
everyday,zlib_3262adaf.dll,0x8664,x64,0,0,1,6.40,plain
everyday,zotero.exe,0x8664,x64,0,0,1,6.30,plain
everyday,zstd.dll,0x8664,x64,0,0,1,6.42,plain
hard_negative,7z.dll,0x14c,x86,0,0,1,6.74,plain
hard_negative,7z.exe,0x14c,x86,0,0,1,6.62,plain
hard_negative,7zxa.dll,0x8664,x64,0,0,1,6.39,plain
hard_negative,Advanced Renamer_4.25_Machine_X64_inno_en-US.exe,0x14c,x86,0,0,2,6.38,plain
hard_negative,Amsiman.x64.exe,0x8664,x64,0,0,1,6.49,plain
hard_negative,Arkview.x64.exe,0x8664,x64,0,0,1,6.58,plain
hard_negative,Bandizip.x64.exe,0x8664,x64,0,0,1,6.49,plain
hard_negative,Binary.wixca.dll,0x8664,x64,0,0,1,6.52,plain
hard_negative,Bulk Rename Utility_4.1.0.1_Machine_X64_inno_en-US.exe,0x14c,x86,0,0,2,6.40,plain
hard_negative,CM_FP_Qt5Widgets.dll,0x8664,x64,0,0,1,6.38,plain
hard_negative,CM_FP_argon2.dll,0x8664,x64,0,0,1,6.34,plain
hard_negative,CM_FP_bin.cmake.exe,0x8664,x64,0,0,1,6.33,plain
hard_negative,CM_FP_bin.cmake_gui.exe,0x8664,x64,0,0,1,6.44,plain
hard_negative,CM_FP_bin.cmcldeps.exe,0x8664,x64,0,0,1,6.49,plain
hard_negative,CM_FP_bin.cpack.exe,0x8664,x64,0,0,1,6.33,plain
hard_negative,CM_FP_bin.ctest.exe,0x8664,x64,0,0,1,6.33,plain
hard_negative,CM_FP_brotlicommon.dll,0x8664,x64,0,0,1,6.34,plain
hard_negative,CM_FP_brotlidec.dll,0x8664,x64,0,0,1,6.33,plain
hard_negative,CM_FP_bz2.dll,0x8664,x64,0,0,1,6.29,plain
hard_negative,CM_FP_clamconf.exe,0x8664,x64,0,0,1,4.78,plain
hard_negative,CM_FP_clamd.exe,0x8664,x64,0,0,1,5.20,plain
hard_negative,CM_FP_clamdscan.exe,0x8664,x64,0,0,1,5.15,plain
hard_negative,CM_FP_clamdtop.exe,0x8664,x64,0,0,1,5.08,plain
hard_negative,CM_FP_clamscan.exe,0x8664,x64,0,0,1,5.22,plain
hard_negative,CM_FP_clamsubmit.exe,0x8664,x64,0,0,1,4.88,plain
hard_negative,CM_FP_concrt140.dll,0x8664,x64,0,0,1,6.25,plain
hard_negative,CM_FP_double_conversion.dll,0x8664,x64,0,0,1,6.53,plain
hard_negative,CM_FP_freetype.dll,0x8664,x64,0,0,1,6.45,plain
hard_negative,CM_FP_freshclam.exe,0x8664,x64,0,0,1,5.12,plain
hard_negative,CM_FP_json_c.dll,0x8664,x64,0,0,1,6.27,plain
hard_negative,CM_FP_keepassxc_cli.exe,0x8664,x64,0,0,1,6.29,plain
hard_negative,CM_FP_libbz2.dll,0x8664,x64,0,0,1,6.33,plain
hard_negative,CM_FP_libclamav.dll,0x8664,x64,0,0,1,5.62,plain
hard_negative,CM_FP_libclammspack.dll,0x8664,x64,0,0,1,5.14,plain
hard_negative,CM_FP_libclamunrar.dll,0x8664,x64,0,0,1,5.47,plain
hard_negative,CM_FP_libclamunrar_iface.dll,0x8664,x64,0,0,1,3.27,plain
hard_negative,CM_FP_libcrypto_3_x64.dll,0x8664,x64,0,0,1,5.92,plain
hard_negative,CM_FP_libcrypto_3_x64_d0c3b8df.dll,0x8664,x64,0,0,1,6.71,plain
hard_negative,CM_FP_libcurl.dll,0x8664,x64,0,0,1,6.30,plain
hard_negative,CM_FP_libfreshclam.dll,0x8664,x64,0,0,1,5.59,plain
hard_negative,CM_FP_libpng16.dll,0x8664,x64,0,0,1,6.41,plain
hard_negative,CM_FP_libssh2.dll,0x8664,x64,0,0,1,6.32,plain
hard_negative,CM_FP_libssl_3_x64.dll,0x8664,x64,0,0,1,5.50,plain
hard_negative,CM_FP_libwebp.dll,0x8664,x64,0,0,1,6.47,plain
hard_negative,CM_FP_libwebpdemux.dll,0x8664,x64,0,0,1,6.31,plain
hard_negative,CM_FP_libwebpmux.dll,0x8664,x64,0,0,1,6.31,plain
hard_negative,CM_FP_libxml2.dll,0x8664,x64,0,0,1,6.34,plain
hard_negative,CM_FP_msvcp140.dll,0x8664,x64,0,0,1,6.37,plain
hard_negative,CM_FP_msvcp140_1.dll,0x8664,x64,0,0,1,6.07,plain
hard_negative,CM_FP_msvcp140_2.dll,0x8664,x64,0,0,1,6.15,plain
hard_negative,CM_FP_msvcp140_atomic_wait.dll,0x8664,x64,0,0,1,6.17,plain
hard_negative,CM_FP_nghttp2.dll,0x8664,x64,0,0,1,6.23,plain
hard_negative,CM_FP_pcre2_16.dll,0x8664,x64,0,0,1,6.29,plain
hard_negative,CM_FP_pcre2_8.dll,0x8664,x64,0,0,1,6.44,plain
hard_negative,CM_FP_pdcurses.dll,0x8664,x64,0,0,1,6.54,plain
hard_negative,CM_FP_plugins.iconengines.qsvgicon.dll,0x8664,x64,0,0,1,6.15,plain
hard_negative,CM_FP_plugins.imageformats.qicns.dll,0x8664,x64,0,0,1,6.25,plain
hard_negative,CM_FP_plugins.imageformats.qico.dll,0x8664,x64,0,0,1,6.21,plain
hard_negative,CM_FP_plugins.imageformats.qjpeg.dll,0x8664,x64,0,0,1,6.28,plain
hard_negative,CM_FP_plugins.imageformats.qsvg.dll,0x8664,x64,0,0,1,6.16,plain
hard_negative,CM_FP_plugins.imageformats.qtga.dll,0x8664,x64,0,0,1,6.09,plain
hard_negative,CM_FP_plugins.imageformats.qtiff.dll,0x8664,x64,0,0,1,6.23,plain
hard_negative,CM_FP_plugins.imageformats.qwbmp.dll,0x8664,x64,0,0,1,6.09,plain
hard_negative,CM_FP_plugins.platforms.qwindows.dll,0x8664,x64,0,0,1,6.34,plain
hard_negative,CM_FP_pthreadVC3.dll,0x8664,x64,0,0,1,4.82,plain
hard_negative,CM_FP_qrencode.dll,0x8664,x64,0,0,1,6.49,plain
hard_negative,CM_FP_vcruntime140.dll,0x8664,x64,0,0,2,6.49,plain
hard_negative,CM_FP_vcruntime140_1.dll,0x8664,x64,0,0,1,6.37,plain
hard_negative,CM_FP_zlib1.dll,0x8664,x64,0,0,1,6.43,plain
hard_negative,Chocolatey.PowerShell.dll,0x14c,x86,1,0,1,5.67,dotnet
hard_negative,CryptSync.EXE,0x14c,x86,0,0,1,6.53,plain
hard_negative,Cryptomator-1.19.3-x64.exe,0x14c,x86,0,0,1,6.47,plain
hard_negative,DB_Browser_for_SQLCipher.exe,0x8664,x64,0,0,1,6.35,plain
hard_negative,FileSyncClient.dll,0x8664,x64,0,0,1,6.36,plain
hard_negative,FileSyncFSNtfs.dll,0x8664,x64,0,0,1,6.35,plain
hard_negative,FileSyncFSNtfsWB.dll,0x8664,x64,0,0,1,6.36,plain
hard_negative,FileSyncHelper.exe,0x8664,x64,0,0,1,6.24,plain
hard_negative,FileSyncSessions.dll,0x8664,x64,0,0,1,6.37,plain
hard_negative,FileSyncShell.dll,0x14c,x86,0,0,1,6.65,plain
hard_negative,FileSyncTelemetryExtensions.dll,0x8664,x64,0,0,1,5.87,plain
hard_negative,GPG.EXE,0x14c,x86,0,0,1,6.38,plain
hard_negative,Git-2.55.0.5-64-bit.exe,0x14c,x86,0,0,2,6.39,plain
hard_negative,HandBrake.Worker.exe,0x8664,x64,0,0,1,6.37,plain
hard_negative,HandBrake.exe,0x8664,x64,0,0,1,6.37,plain
hard_negative,HiRes.dll,0x8664,x64,0,0,1,6.25,plain
hard_negative,ICONV.DLL,0x14c,x86,0,0,1,6.57,plain
hard_negative,Icon.DuplicatiIcon.exe,0x8664,x64,0,0,1,6.37,plain
hard_negative,Icon.SettingsIcon.exe,0x8664,x64,1,0,1,7.29,dotnet
hard_negative,ImageMagick-7.1.2-30-Q16-HDRI-x64-dll.exe,0x14c,x86,0,0,2,6.36,plain
hard_negative,InstallOptions.dll,0x14c,x86,0,0,1,6.29,plain
hard_negative,LTO.dll,0x8664,x64,0,0,1,6.34,plain
hard_negative,Malwarebytes_5.6.5.306_Machine_X64_exe_en-US.exe,0x14c,x86,0,0,1,6.54,plain
hard_negative,MpSigStub.exe,0x8664,x64,0,0,1,6.52,plain
hard_negative,NCContextMenu.dll,0x8664,x64,0,0,1,4.98,plain
hard_negative,NCOverlays.dll,0x8664,x64,0,0,1,4.76,plain
hard_negative,OneDrive.Sync.Service.exe,0x8664,x64,0,0,1,6.47,plain
hard_negative,OneDriveFileLauncher.exe,0x8664,x64,0,0,1,6.38,plain
hard_negative,OneDriveUpdaterService.exe,0x8664,x64,0,0,1,6.25,plain
hard_negative,PatchMyPC.exe,0x14c,x86,1,0,1,6.21,dotnet
hard_negative,Picocrypt.exe,0x8664,x64,0,0,1,6.40,plain
hard_negative,PostgreSQL 17_17.11-3_Machine_X64_exe_en-US.exe,0x14c,x86,0,0,1,6.09,plain
hard_negative,Qt5Concurrent.dll,0x8664,x64,0,0,1,6.28,plain
hard_negative,Qt5Core.dll,0x8664,x64,0,0,1,6.42,plain
hard_negative,Qt5Gui.dll,0x8664,x64,0,0,1,6.45,plain
hard_negative,Qt5Network.dll,0x8664,x64,0,0,1,6.28,plain
hard_negative,Qt5PrintSupport.dll,0x8664,x64,0,0,1,6.13,plain
hard_negative,Qt5Qml.dll,0x8664,x64,0,0,1,6.34,plain
hard_negative,Qt5Svg.dll,0x8664,x64,0,0,1,6.25,plain
hard_negative,Qt5Widgets.dll,0x8664,x64,0,0,1,6.37,plain
hard_negative,Qt5Xml.dll,0x8664,x64,0,0,1,6.17,plain
hard_negative,Qt6HttpServer.dll,0x8664,x64,0,0,1,6.09,plain
hard_negative,Rar.exe,0x8664,x64,0,0,1,6.53,plain
hard_negative,RarExt.dll,0x8664,x64,0,0,1,6.40,plain
hard_negative,RarExt32.dll,0x14c,x86,0,0,1,6.66,plain
hard_negative,RarExtInstaller.exe,0x8664,x64,0,0,1,6.44,plain
hard_negative,RegDll.x64.exe,0x8664,x64,0,0,1,6.48,plain
hard_negative,RegDll.x86.exe,0x14c,x86,0,0,1,6.61,plain
hard_negative,RegPackage.x86.exe,0x14c,x86,0,0,1,6.62,plain
hard_negative,UnRAR.exe,0x8664,x64,0,0,1,6.53,plain
hard_negative,Uninstall.exe,0x8664,x64,0,0,1,6.45,plain
hard_negative,Uninstall_dc60b368.exe,0x14c,x86,0,0,1,6.65,plain
hard_negative,Updater.x64.exe,0x8664,x64,0,0,1,6.45,plain
hard_negative,VCRUNTIME140_1.dll,0x8664,x64,0,0,1,6.36,plain
hard_negative,VeraCrypt.Setup.1.26.29.exe,0x14c,x86,0,0,1,6.62,plain
hard_negative,WebView2.x64.dll,0x8664,x64,0,0,1,6.47,plain
hard_negative,WinRAR.exe,0x8664,x64,0,0,1,6.54,plain
hard_negative,_7z.dll,0x8664,x64,0,0,1,6.39,plain
hard_negative,_7z.exe,0x8664,x64,0,0,1,6.32,plain
hard_negative,_7zFM.exe,0x8664,x64,0,0,1,6.29,plain
hard_negative,_7zG.exe,0x8664,x64,0,0,1,6.33,plain
hard_negative,_7zip.dll,0x8664,x64,0,0,1,6.19,plain
hard_negative,_7zip32.dll,0x14c,x86,0,0,1,6.53,plain
hard_negative,age-inspect.exe,0x8664,x64,0,0,1,6.26,plain
hard_negative,age-keygen.exe,0x8664,x64,0,0,1,6.28,plain
hard_negative,age-plugin-batchpass.exe,0x8664,x64,0,0,1,6.31,plain
hard_negative,age-plugin-pq.exe,0x8664,x64,0,0,1,6.30,plain
hard_negative,age-plugin-tag.exe,0x8664,x64,0,0,1,6.29,plain
hard_negative,age-plugin-tagpq.exe,0x8664,x64,0,0,1,6.29,plain
hard_negative,age.exe,0x8664,x64,0,0,1,6.25,plain
hard_negative,api-ms-win-core-console-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-core-errorhandling-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-core-errorhandling-l1-1-0_7d89c3d3.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-core-errorhandling-l1-1-0_b3715112.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-core-fibers-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-core-file-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-core-file-l1-1-0_56de091e.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-core-handle-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-core-handle-l1-1-0_8ee2de37.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-core-heap-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-core-libraryloader-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-core-libraryloader-l1-1-0_7f761b79.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-core-localization-l1-2-0.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-core-namedpipe-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-core-processenvironment-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-core-processthreads-l1-1-1.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-core-profile-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-core-profile-l1-1-0_a8702fbf.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-core-string-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-core-synch-l1-2-0.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-crt-conio-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-crt-convert-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-crt-convert-l1-1-0_83678f18.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-crt-filesystem-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-crt-locale-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-crt-process-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-crt-runtime-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-crt-runtime-l1-1-0_371a44ab.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-crt-stdio-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-crt-string-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,api-ms-win-crt-utility-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
hard_negative,ark.x64.dll,0x8664,x64,0,0,1,6.50,plain
hard_negative,ark.x64.lgpl.dll,0x8664,x64,0,0,1,6.41,plain
hard_negative,ark.x86.dll,0x14c,x86,0,0,1,6.62,plain
hard_negative,ark.x86.lgpl.dll,0x14c,x86,0,0,1,6.57,plain
hard_negative,atk-1.0-0.dll,0x14c,x86,0,0,1,5.93,plain
hard_negative,basename.exe,0x8664,x64,0,0,1,6.12,plain
hard_negative,bbc.exe,0x8664,x64,0,0,1,6.34,plain
hard_negative,bdzshl.x64.dll,0x8664,x64,0,0,1,6.47,plain
hard_negative,bdzshl.x86.dll,0x14c,x86,0,0,1,6.68,plain
hard_negative,bleachbit.exe,0x14c,x86,0,0,1,6.21,plain
hard_negative,brotlidec.dll,0x14c,x86,0,0,1,6.41,plain
hard_negative,bz.x64.exe,0x8664,x64,0,0,1,6.47,plain
hard_negative,bz2.dll,0x14c,x86,0,0,1,6.31,plain
hard_negative,bzshell.x64.dll,0x8664,x64,0,0,1,6.43,plain
hard_negative,cairo-gobject-2.dll,0x14c,x86,0,0,1,5.90,plain
hard_negative,checksum.exe,0x14c,x86,1,0,1,5.66,dotnet
hard_negative,choco.exe,0x14c,x86,1,0,1,6.35,dotnet
hard_negative,choco_a158ca95.exe,0x14c,x86,1,0,1,5.28,dotnet
hard_negative,chown.exe,0x8664,x64,0,0,1,6.16,plain
hard_negative,clang-check.exe,0x8664,x64,0,0,1,6.35,plain
