family,file,machine,arch,dotnet,upx,n_exec,max_entropy,tag
everyday,api-ms-win-core-memory-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-core-memory-l1-1-0_13ae8400.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-core-memory-l1-1-0_fa5f0481.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-core-namedpipe-l1-1-0.dll,0x14c,x86,0,0,1,4.78,plain
everyday,api-ms-win-core-namedpipe-l1-1-0_d469a828.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-core-processenvironment-l1-1-0.dll,0x14c,x86,0,0,1,5.01,plain
everyday,api-ms-win-core-processthreads-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-core-profile-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-core-profile-l1-1-0_712b74c0.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-core-profile-l1-1-0_b1e857e1.dll,0x14c,x86,0,0,1,4.50,plain
everyday,api-ms-win-core-string-l1-1-0.dll,0x14c,x86,0,0,1,4.87,plain
everyday,api-ms-win-core-synch-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-core-synch-l1-2-0.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-core-synch-l1-2-0_80fbae0a.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-core-synch-l1-2-0_dba254b1.dll,0x14c,x86,0,0,1,4.94,plain
everyday,api-ms-win-core-timezone-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-core-util-l1-1-0.dll,0x14c,x86,0,0,1,4.63,plain
everyday,api-ms-win-core-util-l1-1-0_a0e81d74.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-core-util-l1-1-0_a8c4b200.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-crt-conio-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-crt-convert-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-crt-convert-l1-1-0_a38f46fe.dll,0x14c,x86,0,0,1,4.84,plain
everyday,api-ms-win-crt-convert-l1-1-0_b88f98bc.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-crt-environment-l1-1-0.dll,0x14c,x86,0,0,1,4.65,plain
everyday,api-ms-win-crt-environment-l1-1-0_67bbb287.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-crt-heap-l1-1-0.dll,0x14c,x86,0,0,1,4.78,plain
everyday,api-ms-win-crt-heap-l1-1-0_2ee3d526.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-crt-heap-l1-1-0_a564f90d.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-crt-heap-l1-1-0_f9f20943.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-crt-locale-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-crt-locale-l1-1-0_78824396.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-crt-private-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-crt-private-l1-1-0_80ec395c.dll,0x14c,x86,0,0,1,5.06,plain
everyday,api-ms-win-crt-private-l1-1-0_cad35914.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-crt-process-l1-1-0.dll,0x14c,x86,0,0,1,4.70,plain
everyday,api-ms-win-crt-runtime-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-crt-runtime-l1-1-0_659a5d57.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-crt-stdio-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-crt-stdio-l1-1-0_55397a89.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-crt-string-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-crt-time-l1-1-0.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-crt-time-l1-1-0_ca95f52e.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,api-ms-win-crt-utility-l1-1-0.dll,0x14c,x86,0,0,1,4.79,plain
everyday,audacity-win-3.7.9-64bit.exe,0x14c,x86,0,0,2,6.39,plain
everyday,autorunsc.exe,0x14c,x86,0,0,1,6.56,plain
everyday,autorunsc64.exe,0x8664,x64,0,0,1,6.45,plain
everyday,avdevice-62.dll,0x8664,x64,0,0,1,6.13,plain
everyday,avformat-fb2k-62.dll,0x8664,x64,0,0,1,5.42,plain
everyday,avutil-60.dll,0x8664,x64,0,0,1,6.69,plain
everyday,axvlc.dll,0x8664,x64,0,0,1,6.19,plain
everyday,binaryurplo.dll,0x8664,x64,0,0,1,5.98,plain
everyday,bitmap2component.exe,0x8664,x64,0,0,1,6.26,plain
everyday,boost_container-vc143-mt-x64-1_90.dll,0x8664,x64,0,0,1,6.23,plain
everyday,boost_contract.dll,0x8664,x64,0,0,1,6.10,plain
everyday,boost_filesystem-vc143-mt-x64-1_90.dll,0x8664,x64,0,0,1,6.35,plain
everyday,boost_filesystem.dll,0x8664,x64,0,0,1,6.35,plain
everyday,boost_nowide.dll,0x8664,x64,0,0,1,6.12,plain
everyday,boost_prg_exec_monitor-vc143-mt-x64-1_90.dll,0x8664,x64,0,0,1,6.10,plain
everyday,boost_program_options.dll,0x8664,x64,0,0,1,6.25,plain
everyday,boost_stacktrace_from_exception-vc143-mt-x64-1_90.dll,0x8664,x64,0,0,1,6.17,plain
everyday,boost_stacktrace_noop-vc143-mt-x64-1_90.dll,0x8664,x64,0,0,1,6.11,plain
everyday,boost_stacktrace_windbg_cached-vc143-mt-x64-1_90.dll,0x8664,x64,0,0,1,6.24,plain
everyday,boost_timer.dll,0x8664,x64,0,0,1,6.16,plain
everyday,boost_unit_test_framework-vc143-mt-x64-1_90.dll,0x8664,x64,0,0,1,6.25,plain
everyday,brotlicommon.dll,0x8664,x64,0,0,1,6.32,plain
everyday,brotlicommon_f0062cd2.dll,0x8664,x64,0,0,1,6.32,plain
everyday,brotlidec.dll,0x8664,x64,0,0,1,6.29,plain
everyday,calclo.dll,0x8664,x64,0,0,1,5.95,plain
everyday,charset-1.dll,0x8664,x64,0,0,1,6.11,plain
everyday,chrome_elf.dll,0x8664,x64,0,0,1,6.60,plain
everyday,clearkey.dll,0x8664,x64,0,0,1,6.25,plain
everyday,clewlo.dll,0x8664,x64,0,0,1,5.92,plain
everyday,cli-32.exe,0x14c,x86,0,0,1,6.62,plain
everyday,cli-32_75f12ea2.exe,0x14c,x86,0,0,1,6.62,plain
everyday,cli.exe,0x14c,x86,0,0,1,6.35,plain
everyday,cli_oootypes.dll,0x14c,x86,1,0,1,5.24,dotnet
everyday,cli_uno.dll,0x8664,x64,1,0,2,5.51,dotnet
everyday,cli_uretypes.dll,0x14c,x86,1,0,1,5.30,dotnet
everyday,concrt140.dll,0x8664,x64,0,0,1,6.22,plain
everyday,concrt140_69a23776.dll,0x8664,x64,0,0,1,6.25,plain
everyday,consoleio.exe,0x8664,x64,0,0,1,5.45,plain
everyday,cppuhelper3MSC.dll,0x8664,x64,0,0,1,6.21,plain
everyday,crashhelper.exe,0x8664,x64,0,0,1,6.35,plain
everyday,datachannel.dll,0x8664,x64,0,0,1,6.39,plain
everyday,dbghelp.dll,0x8664,x64,0,0,1,6.31,plain
everyday,dbgviewcli64.exe,0x8664,x64,0,0,1,6.48,plain
everyday,decklink-captions.dll,0x8664,x64,0,0,1,5.93,plain
everyday,decklink-output-ui.dll,0x8664,x64,0,0,1,6.07,plain
everyday,designer.exe,0x8664,x64,0,0,1,6.25,plain
everyday,diagnostics.exe,0x8664,x64,0,0,1,5.48,plain
everyday,diff.exe,0x14c,x86,0,0,1,6.60,plain
everyday,discord.exe,0x14c,x86,0,0,1,6.64,plain
everyday,draw.io-31.3.2-windows-installer.exe,0x14c,x86,0,0,1,6.52,plain
everyday,du.exe,0x14c,x86,0,0,1,6.62,plain
everyday,du64.exe,0x8664,x64,0,0,1,6.46,plain
everyday,dumpdoc.exe,0x8664,x64,0,0,1,6.20,plain
everyday,dxil.dll,0x8664,x64,0,0,1,6.41,plain
everyday,efsdump.exe,0x14c,x86,0,0,1,6.60,plain
everyday,etonyek.dll,0x8664,x64,0,0,1,5.96,plain
everyday,f2py.exe,0x8664,x64,0,0,1,6.41,plain
everyday,fbintl.dll,0x8664,x64,0,0,1,5.53,plain
everyday,ffmpeg.dll,0x8664,x64,0,0,1,6.69,plain
everyday,fooHelper.exe,0x8664,x64,0,0,1,6.17,plain
everyday,foo_dsp_eq.dll,0x8664,x64,0,0,1,6.36,plain
everyday,foo_fileops.dll,0x8664,x64,0,0,1,6.26,plain
everyday,foo_freedb2.dll,0x8664,x64,0,0,1,6.26,plain
everyday,foo_out_upnp.dll,0x8664,x64,0,0,1,6.44,plain
everyday,freebl3.dll,0x8664,x64,0,0,1,6.41,plain
everyday,frontend-tools.dll,0x8664,x64,0,0,1,6.21,plain
everyday,get-graphics-offsets32.exe,0x14c,x86,0,0,1,6.62,plain
everyday,get-graphics-offsets64.exe,0x8664,x64,0,0,1,6.50,plain
everyday,getopt.dll,0x8664,x64,0,0,1,6.23,plain
everyday,gettext-csvim.dll,0x8664,x64,0,0,1,6.03,plain
everyday,gettext-docim.dll,0x8664,x64,0,0,1,6.07,plain
everyday,gettext-docxim.dll,0x8664,x64,0,0,1,6.01,plain
everyday,gettext-rtfim.dll,0x8664,x64,0,0,1,6.03,plain
everyday,git2.dll,0x8664,x64,0,0,1,6.44,plain
everyday,gkcodecs.dll,0x8664,x64,0,0,2,6.51,plain
everyday,gobject-2.0-0.dll,0x8664,x64,0,0,1,6.21,plain
everyday,gpgme_w32spawn.exe,0x8664,x64,0,0,1,3.28,plain
everyday,gpgmepp.dll,0x8664,x64,0,0,1,6.37,plain
everyday,graphics-hook32.dll,0x14c,x86,0,0,1,6.64,plain
everyday,graphics-hook64.dll,0x8664,x64,0,0,1,6.43,plain
everyday,gssapi64.dll,0x8664,x64,0,0,1,5.34,plain
everyday,gui.exe,0x14c,x86,0,0,1,6.34,plain
everyday,gvim.exe,0x8664,x64,0,0,1,5.77,plain
everyday,gvim_665f9a7f.exe,0x8664,x64,0,0,1,6.40,plain
everyday,gvim_9.2.1031_x64.exe,0x14c,x86,0,0,1,6.48,plain
everyday,handle.exe,0x14c,x86,0,0,1,6.64,plain
everyday,handle64.exe,0x8664,x64,0,0,1,6.52,plain
everyday,harfbuzz-icu.dll,0x8664,x64,0,0,1,6.08,plain
everyday,harfbuzz-subset.dll,0x8664,x64,0,0,1,6.57,plain
everyday,harfbuzz.dll,0x8664,x64,0,0,1,6.54,plain
everyday,harfbuzz_60de5934.dll,0x8664,x64,0,0,1,6.58,plain
everyday,helper.exe,0x14c,x86,0,0,1,6.51,plain
everyday,hex2dec.exe,0x14c,x86,0,0,1,6.61,plain
everyday,hex2dec64.exe,0x8664,x64,0,0,1,6.49,plain
everyday,hunspellplugin.dll,0x8664,x64,0,0,1,6.36,plain
everyday,i_view64.exe,0x8664,x64,0,0,1,6.50,plain
everyday,iconv.dll,0x8664,x64,0,0,1,6.21,plain
everyday,icuin74.dll,0x8664,x64,0,0,1,6.35,plain
everyday,icuin78.dll,0x8664,x64,0,0,1,5.57,plain
everyday,icuio78.dll,0x8664,x64,0,0,1,6.30,plain
everyday,icutu78.dll,0x8664,x64,0,0,1,6.30,plain
everyday,icuuc78.dll,0x8664,x64,0,0,1,6.47,plain
everyday,idfcyl.exe,0x8664,x64,0,0,1,6.25,plain
everyday,idna.exe,0x8664,x64,0,0,1,6.41,plain
everyday,importai.dll,0x8664,x64,0,0,1,6.04,plain
everyday,importidml.dll,0x8664,x64,0,0,1,5.99,plain
everyday,importpub.dll,0x8664,x64,0,0,1,6.37,plain
everyday,importshape.dll,0x8664,x64,0,0,1,6.09,plain
everyday,importsml.dll,0x8664,x64,0,0,1,6.02,plain
everyday,importsvm.dll,0x8664,x64,0,0,1,6.16,plain
everyday,importwpg.dll,0x8664,x64,0,0,1,6.34,plain
everyday,inject-helper32.exe,0x14c,x86,0,0,1,6.55,plain
everyday,inject-helper64.exe,0x8664,x64,0,0,1,6.44,plain
everyday,inprocserv.dll,0x8664,x64,0,0,1,5.79,plain
everyday,intl-8.dll,0x8664,x64,0,0,1,6.34,plain
everyday,introspectionlo.dll,0x8664,x64,0,0,1,5.97,plain
everyday,invocationlo.dll,0x8664,x64,0,0,1,5.95,plain
everyday,iolo.dll,0x8664,x64,0,0,1,6.00,plain
everyday,iv_uninstall.exe,0x8664,x64,0,0,1,6.43,plain
everyday,jdbclo.dll,0x8664,x64,0,0,1,5.96,plain
everyday,junction64.exe,0x8664,x64,0,0,1,6.47,plain
everyday,kiapi.dll,0x8664,x64,0,0,1,6.08,plain
everyday,kicommon.dll,0x8664,x64,0,0,1,6.35,plain
everyday,kigal.dll,0x8664,x64,0,0,1,6.45,plain
everyday,kimg_pcx.dll,0x8664,x64,0,0,1,6.12,plain
everyday,kimg_pic.dll,0x8664,x64,0,0,1,6.09,plain
everyday,kimg_tga.dll,0x8664,x64,0,0,1,6.11,plain
everyday,krita.exe,0x8664,x64,0,0,1,5.98,plain
everyday,kritaarrangedocker.dll,0x8664,x64,0,0,1,5.85,plain
everyday,kritaartisticcolorselector.dll,0x8664,x64,0,0,1,6.07,plain
everyday,kritaassistanttool.dll,0x8664,x64,0,0,1,6.21,plain
everyday,kritadeformpaintop.dll,0x8664,x64,0,0,1,6.19,plain
everyday,kritahatchingpaintop.dll,0x8664,x64,0,0,1,6.15,plain
everyday,kritaheifexport.dll,0x8664,x64,0,0,1,6.11,plain
everyday,kritahistogramdocker.dll,0x8664,x64,0,0,1,6.08,plain
everyday,kritajp2import.dll,0x8664,x64,0,0,1,5.85,plain
everyday,kritalayerdocker.dll,0x8664,x64,0,0,1,6.13,plain
everyday,kritalogdocker.dll,0x8664,x64,0,0,1,5.86,plain
everyday,kritapalettize.dll,0x8664,x64,0,0,1,6.15,plain
everyday,kritapixelizefilter.dll,0x8664,x64,0,0,1,5.79,plain
everyday,kritaqimageioexport.dll,0x8664,x64,0,0,1,5.75,plain
everyday,kritaseexprgenerator.dll,0x8664,x64,0,0,1,6.36,plain
everyday,kritaseparatechannels.dll,0x8664,x64,0,0,1,5.72,plain
everyday,kritasmallcolorselector.dll,0x8664,x64,0,0,1,6.08,plain
everyday,kritasnapshotdocker.dll,0x8664,x64,0,0,1,5.99,plain
everyday,kritaspecificcolorselector.dll,0x8664,x64,0,0,1,5.95,plain
everyday,kritatextproperties.dll,0x8664,x64,0,0,1,6.25,plain
everyday,kritatgaexport.dll,0x8664,x64,0,0,1,5.72,plain
everyday,kritatiffexport.dll,0x8664,x64,0,0,1,5.85,plain
everyday,kritatoolKnife.dll,0x8664,x64,0,0,1,6.03,plain
everyday,kritatoolSmartPatch.dll,0x8664,x64,0,0,1,6.07,plain
everyday,kritatoolcrop.dll,0x8664,x64,0,0,1,6.02,plain
everyday,kritawavefilter.dll,0x8664,x64,0,0,1,5.77,plain
everyday,lconvert.exe,0x8664,x64,0,0,1,6.23,plain
everyday,ldmdump.exe,0x14c,x86,0,0,1,6.62,plain
everyday,lgpllibs.dll,0x8664,x64,0,0,1,6.41,plain
everyday,libEGL.dll,0x8664,x64,0,0,1,6.50,plain
everyday,libEGL_d39735ec.dll,0x8664,x64,0,0,1,6.03,plain
everyday,libGLESv2.dll,0x8664,x64,0,0,1,6.38,plain
everyday,libOpenEXRUtil-3_4.dll,0x8664,x64,0,0,1,6.25,plain
everyday,libbz2.dll,0x8664,x64,0,0,1,6.30,plain
everyday,libcef.dll,0x8664,x64,0,0,4,6.55,plain
everyday,libcrypto-3-x64.dll,0x8664,x64,0,0,1,6.70,plain
everyday,libcrypto-3-x64_99edc411.dll,0x8664,x64,0,0,1,6.39,plain
everyday,libcrypto-3-x64_dafd9706.dll,0x8664,x64,0,0,1,5.91,plain
everyday,libcrypto_3.dll,0x8664,x64,0,0,1,5.91,plain
everyday,libcurl.dll,0x8664,x64,0,0,1,6.32,plain
everyday,libde265.dll,0x8664,x64,0,0,1,6.48,plain
everyday,libexpat.dll,0x8664,x64,0,0,1,6.25,plain
everyday,libffi-8.dll,0x8664,x64,0,0,1,6.29,plain
everyday,libgif.dll,0x8664,x64,0,0,1,6.33,plain
everyday,libharfbuzz-0.dll,0x8664,x64,0,0,1,6.56,plain
everyday,libheif.dll,0x8664,x64,0,0,1,6.50,plain
everyday,libiconv-2.dll,0x14c,x86,0,0,1,6.31,plain
everyday,libiconv-2_378505a3.dll,0x8664,x64,0,0,1,6.26,plain
everyday,libiconv2.dll,0x14c,x86,0,0,1,7.41,packed_other
everyday,libintl-8.dll,0x8664,x64,0,0,1,6.34,plain
everyday,libintl-8_7b6ace9e.dll,0x14c,x86,0,0,1,6.36,plain
everyday,libjxl_cms.dll,0x8664,x64,0,0,1,6.28,plain
everyday,libkritacommand.dll,0x8664,x64,0,0,1,6.09,plain
everyday,liblcms2.dll,0x8664,x64,0,0,1,6.45,plain
everyday,liblzma.dll,0x8664,x64,0,0,1,6.32,plain
everyday,libobs-d3d11.dll,0x8664,x64,0,0,1,6.19,plain
everyday,libobs-opengl.dll,0x8664,x64,0,0,1,5.98,plain
everyday,libobs-winrt.dll,0x8664,x64,0,0,1,6.11,plain
everyday,libopus.dll,0x8664,x64,0,0,1,6.51,plain
everyday,libpq.dll,0x8664,x64,0,0,1,6.22,plain
everyday,libprotobuf.dll,0x8664,x64,0,0,1,6.40,plain
everyday,libprotoc.dll,0x8664,x64,0,0,1,6.41,plain
everyday,libraw.dll,0x8664,x64,0,0,1,6.47,plain
everyday,libraw_r.dll,0x8664,x64,0,0,1,6.47,plain
everyday,librist.dll,0x8664,x64,0,0,1,6.46,plain
everyday,libsodium.dll,0x8664,x64,0,0,1,6.51,plain
everyday,libssl-3-x64.dll,0x8664,x64,0,0,1,5.50,plain
everyday,libssl-3-x64_15844f7e.dll,0x8664,x64,0,0,1,6.20,plain
everyday,libtheora-0.dll,0x8664,x64,0,0,1,6.48,plain
everyday,libtiffxx.dll,0x8664,x64,0,0,1,6.05,plain
everyday,libusb-1.0.dll,0x8664,x64,0,0,1,6.27,plain
everyday,libvlc.dll,0x8664,x64,0,0,1,6.20,plain
everyday,libvlccore.dll,0x8664,x64,0,0,1,6.35,plain
everyday,libwebpmux.dll,0x8664,x64,0,0,1,6.30,plain
everyday,libwinpthread-1.dll,0x8664,x64,0,0,1,6.11,plain
everyday,libx264-164.dll,0x8664,x64,0,0,1,6.64,plain
everyday,libxmlsec_mscng.dll,0x8664,x64,0,0,1,5.99,plain
everyday,libz.dll,0x8664,x64,0,0,1,6.44,plain
everyday,libzoteroWinWordIntegration.dll,0x8664,x64,0,0,1,6.37,plain
everyday,localedata_en.dll,0x8664,x64,0,0,1,5.46,plain
everyday,localedata_euro.dll,0x8664,x64,0,0,1,5.14,plain
everyday,logonsessions64.exe,0x8664,x64,0,0,1,6.46,plain
everyday,lpsolve55.dll,0x8664,x64,0,0,1,5.78,plain
everyday,lua51.dll,0x8664,x64,0,0,1,6.37,plain
everyday,migrationoo3lo.dll,0x8664,x64,0,0,1,5.96,plain
everyday,mimeTools.dll,0x8664,x64,0,0,1,6.47,plain
everyday,minidump_upload.exe,0x8664,x64,0,0,1,5.95,plain
everyday,movefile64.exe,0x8664,x64,0,0,1,6.47,plain
everyday,mozavcodec.dll,0x8664,x64,0,0,1,6.74,plain
everyday,mozavutil.dll,0x8664,x64,0,0,1,6.70,plain
everyday,mozglue.dll,0x8664,x64,0,0,1,6.41,plain
everyday,mozwer.dll,0x8664,x64,0,0,1,6.46,plain
everyday,mpv (shinchiro build)_0.41.0_X64_inno_en-US.exe,0x14c,x86,0,0,2,6.39,plain
everyday,msvcp140.dll,0x8664,x64,0,0,1,6.36,plain
everyday,msvcp140_0f885b50.dll,0x8664,x64,0,0,1,6.36,plain
everyday,msvcp140_1.dll,0x14c,x86,0,0,1,5.76,plain
everyday,msvcp140_1_0b8191b5.dll,0x8664,x64,0,0,1,6.01,plain
everyday,msvcp140_1_576d2ab2.dll,0x8664,x64,0,0,1,6.07,plain
everyday,msvcp140_1_bfad5aef.dll,0x8664,x64,0,0,1,6.01,plain
everyday,msvcp140_1e57a6df.dll,0x8664,x64,0,0,1,6.37,plain
everyday,msvcp140_2.dll,0x8664,x64,0,0,1,6.15,plain
everyday,msvcp140_2c0a3e32.dll,0x14c,x86,0,0,1,6.58,plain
everyday,msvcp140_codecvt_ids.dll,0x8664,x64,0,0,1,6.12,plain
everyday,msvcp140_codecvt_ids_4fa330a0.dll,0x14c,x86,0,0,1,5.95,plain
everyday,msvcp140_codecvt_ids_a12581d3.dll,0x8664,x64,0,0,1,6.15,plain
everyday,msys-iconv-2.dll,0x8664,x64,0,0,1,6.16,plain
everyday,msys-intl-8.dll,0x8664,x64,0,0,1,6.15,plain
everyday,msys-xcb-dpms-0.dll,0x8664,x64,0,0,1,5.91,plain
everyday,mxc-diagnostic-console.exe,0x8664,x64,0,0,1,6.44,plain
everyday,nmhproxy.exe,0x8664,x64,0,0,1,6.39,plain
everyday,node.exe,0x8664,x64,0,0,1,6.51,plain
everyday,notepad++.exe,0x8664,x64,0,0,1,6.46,plain
everyday,notificationserver.dll,0x8664,x64,0,0,1,6.24,plain
everyday,notmyfault.exe,0x14c,x86,0,0,1,6.56,plain
everyday,notmyfaultc64.exe,0x8664,x64,0,0,1,6.39,plain
everyday,npp.8.9.8.Installer.x64.exe,0x14c,x86,0,0,1,6.48,plain
everyday,nppPluginList.dll,0x8664,x64,0,0,1,6.43,plain
everyday,npvlc.dll,0x8664,x64,0,0,1,6.17,plain
everyday,nsDialogs.dll,0x14c,x86,0,0,1,6.21,plain
everyday,nsDialogs_1e40211a.dll,0x14c,x86,0,0,1,6.20,plain
everyday,nsDialogs_91a484dc.dll,0x14c,x86,0,0,1,6.20,plain
everyday,nsDialogs_b1350f48.dll,0x14c,x86,0,0,1,6.21,plain
everyday,nsExec.dll,0x14c,x86,0,0,1,6.35,plain
everyday,nsExec_304f9128.dll,0x14c,x86,0,0,1,6.27,plain
everyday,nsExec_3e2399ae.dll,0x14c,x86,0,0,1,6.26,plain
everyday,nsExec_5d9ceb1c.dll,0x14c,x86,0,0,1,6.27,plain
everyday,nsProcess.dll,0x14c,x86,0,0,1,5.74,plain
everyday,nsProcess_30c6c3dd.dll,0x14c,x86,0,0,1,5.74,plain
everyday,nsis7z.dll,0x14c,x86,0,0,1,6.66,plain
everyday,nsis7z_f7e57636.dll,0x14c,x86,0,0,1,6.66,plain
everyday,nsisFirewallW.dll,0x14c,x86,0,0,1,6.02,plain
everyday,nss3.dll,0x8664,x64,0,0,1,6.44,plain
everyday,nss3_46fd3e89.dll,0x8664,x64,0,0,1,6.29,plain
everyday,nssckbi.dll,0x8664,x64,0,0,1,5.94,plain
everyday,ntfsinfo64.exe,0x8664,x64,0,0,1,6.47,plain
everyday,numpy-config.exe,0x8664,x64,0,0,1,6.41,plain
everyday,obs-amf-test.exe,0x8664,x64,0,0,1,6.04,plain
everyday,obs-browser-page.exe,0x8664,x64,0,0,1,6.26,plain
everyday,obs-browser.dll,0x8664,x64,0,0,1,6.30,plain
everyday,obs-ffmpeg-mux.exe,0x8664,x64,0,0,1,6.10,plain
everyday,obs-filters.dll,0x8664,x64,0,0,1,6.40,plain
everyday,obs-frontend-api.dll,0x8664,x64,0,0,1,5.80,plain
everyday,obs-nvenc-test.exe,0x8664,x64,0,0,1,6.13,plain
everyday,obs-nvenc.dll,0x8664,x64,0,0,1,6.04,plain
everyday,obs-outputs.dll,0x8664,x64,0,0,1,6.43,plain
everyday,obs-qsv-test.exe,0x8664,x64,0,0,1,6.40,plain
everyday,obs-qsv11.dll,0x8664,x64,0,0,1,6.41,plain
everyday,obs-scripting.dll,0x8664,x64,0,0,1,6.06,plain
everyday,obs-transitions.dll,0x8664,x64,0,0,1,6.08,plain
everyday,obs-virtualcam-module32.dll,0x14c,x86,0,0,1,6.63,plain
everyday,obs-webrtc.dll,0x8664,x64,0,0,1,6.25,plain
everyday,obs64.exe,0x8664,x64,0,0,1,6.30,plain
everyday,obslua.dll,0x8664,x64,0,0,1,5.92,plain
everyday,officebean.dll,0x8664,x64,0,0,1,6.10,plain
everyday,oleautobridgelo.dll,0x8664,x64,0,0,1,6.14,plain
everyday,ooofilt.dll,0x8664,x64,0,0,1,6.28,plain
everyday,opencltest.exe,0x8664,x64,0,0,1,5.98,plain
everyday,openh264-7.dll,0x8664,x64,0,0,2,6.54,plain
everyday,paint.net.5.1.12.install.x64.exe,0x8664,x64,0,0,1,6.39,plain
everyday,pathcut.dll,0x8664,x64,0,0,1,6.02,plain
everyday,pcl_keypoints.dll,0x8664,x64,0,0,1,6.24,plain
everyday,pcre.dll,0x8664,x64,0,0,1,6.31,plain
everyday,pcre2-posix.dll,0x8664,x64,0,0,1,6.24,plain
everyday,pcreposix.dll,0x8664,x64,0,0,1,6.21,plain
everyday,pdfimportlo.dll,0x8664,x64,0,0,1,6.18,plain
everyday,pdfiumlo.dll,0x8664,x64,0,0,1,6.47,plain
everyday,picturebrowser.dll,0x8664,x64,0,0,1,6.03,plain
everyday,pip3.11.exe,0x8664,x64,0,0,1,6.41,plain
everyday,pipelist.exe,0x14c,x86,0,0,1,6.62,plain
everyday,pipelist64.exe,0x8664,x64,0,0,1,6.47,plain
everyday,pixbufloader-ico.dll,0x8664,x64,0,0,1,6.32,plain
everyday,pixeltool.exe,0x8664,x64,0,0,1,6.08,plain
everyday,pixman-1-0.dll,0x8664,x64,0,0,1,6.45,plain
everyday,plds4.dll,0x8664,x64,0,0,1,6.15,plain
everyday,plugin-container.exe,0x8664,x64,0,0,1,6.28,plain
everyday,plugin.dll,0x8664,x64,0,0,1,6.23,plain
everyday,policy.1.0.cli_cppuhelper.dll,0x14c,x86,1,0,1,5.53,dotnet
everyday,policy.1.0.cli_oootypes.dll,0x14c,x86,1,0,1,5.52,dotnet
everyday,procdump64.exe,0x8664,x64,0,0,1,6.45,plain
everyday,proxyfaclo.dll,0x8664,x64,0,0,1,5.85,plain
everyday,pskill.exe,0x14c,x86,0,0,1,6.66,plain
everyday,pskill64.exe,0x8664,x64,0,0,1,6.54,plain
everyday,pslist64.exe,0x8664,x64,0,0,1,6.50,plain
everyday,psloglist.exe,0x14c,x86,0,0,1,6.65,plain
everyday,pspasswd64.exe,0x8664,x64,0,0,1,6.55,plain
everyday,psshutdown.exe,0x14c,x86,0,0,1,6.66,plain
everyday,pthreadVC3.dll,0x8664,x64,0,0,1,6.21,plain
everyday,pthreadVCE3.dll,0x8664,x64,0,0,1,6.20,plain
everyday,python.exe,0x8664,x64,0,0,1,6.48,plain
everyday,python1.exe,0x8664,x64,0,0,1,6.00,plain
everyday,python3.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,python313.dll,0x8664,x64,0,0,1,6.34,plain
everyday,python3_18d5b3ac.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,python3_29e2b70b.dll,0x8664,x64,0,0,0,0.00,no_exec
everyday,python3_d98cd5d8.dll,0x8664,x64,0,0,1,1.79,plain
everyday,pythonloaderlo.dll,0x8664,x64,0,0,1,6.45,plain
everyday,qaxwidget.dll,0x8664,x64,0,0,1,6.23,plain
everyday,qbittorrent.exe,0x8664,x64,0,0,1,6.53,plain
