epoch,lr,train_loss,val_loss,val_macro_f1,seconds
1,5.9999999999999995e-05,0.6240528804706917,0.6343405159641075,0.7486697965571205,3.979
2,0.00011999999999999999,0.5063381941618192,0.6069322775488031,0.7624332443257678,3.842
3,0.00017999999999999998,0.5069743218490889,0.6437933869557838,0.7531724828852897,5.232
4,0.00023999999999999998,0.4696218149282776,0.694198355146739,0.7310721544715446,4.203
5,0.0003,0.4827806423185134,0.6170743329612087,0.7669483568075117,3.843
6,0.0003,0.44295770387363115,0.5400173190521868,0.8170426065162908,3.811
7,0.0002998688630997793,0.3990291266539471,0.5741575907354486,0.7998980047172818,4.099
8,0.0002994756824578009,0.3895390825356472,0.6084526162169296,0.7988812823509768,4.099
9,0.00029882114784651444,0.3400434949108968,0.6976931911625274,0.7013093289689034,3.862
10,0.0002979064075420405,0.3587233185171418,0.6189034779866537,0.7853881278538812,4.133
11,0.00029673306630970396,0.35312077141179393,0.7166343859341591,0.7807807807807807,4.095
12,0.00029530318258873034,0.34953703670798736,0.5889103744672314,0.8115120599533976,3.838
13,0.00029361926488104403,0.31619863873461596,0.6082763312614128,0.8115120599533976,4.035
14,0.00029168426735050345,0.30785703768454353,0.6286092427767576,0.7985785953177258,4.711
