epoch,lr,train_loss,val_loss,val_acc,seconds
1,5.9999999999999995e-05,0.630880174965694,0.7200400235990411,68.94977168949772,3.93
2,0.00011999999999999999,0.5281788928888,0.6402236323922736,75.34246575342466,3.52
3,0.00017999999999999998,0.5078510094736521,0.7307446373107771,73.51598173515981,3.46
4,0.00023999999999999998,0.4914996451278682,0.8219447310112383,69.86301369863014,3.53
5,0.0003,0.4983485002936723,0.5815129051469776,78.53881278538812,3.51
6,0.0003,0.41949766887573564,0.6982280522176664,75.79908675799086,3.42
7,0.0002998688630997793,0.3866655682695323,0.5563527612381329,84.01826484018264,3.48
8,0.0002994756824578009,0.36790155774361566,0.6828602067956097,76.25570776255708,3.45
9,0.00029882114784651444,0.3564535108901502,0.5913605662785708,79.90867579908677,3.46
10,0.0002979064075420405,0.34758673696151965,0.6545786340487058,78.53881278538812,3.54
11,0.00029673306630970396,0.34995438083923436,0.6426080244861238,79.45205479452055,3.52
12,0.00029530318258873034,0.3297888819911456,0.6670904099669086,79.45205479452055,3.54
13,0.00029361926488104403,0.3169238318723354,0.673976936024618,77.6255707762557,3.54
14,0.00029168426735050345,0.3108574372112287,0.7415503219926738,77.1689497716895,3.5
15,0.0002895015846402936,0.29828319894989025,0.7102585802339527,75.34246575342466,5.15
