epoch,lr,train_loss,val_loss,val_macro_f1,seconds
1,5.9999999999999995e-05,0.6063315513998568,0.5799603164196014,0.7530075187969926,4.266
2,0.00011999999999999999,0.539863388119338,0.6147892896987531,0.7532960614152203,3.823
3,0.00017999999999999998,0.49589673609569157,0.6684547107513636,0.7351101101101101,3.758
4,0.00023999999999999998,0.4723904035711978,0.7469303161586256,0.746298207553131,3.807
5,0.0003,0.40648166648007605,0.6707940439111022,0.7368257076731353,3.905
6,0.0003,0.4122423201434737,0.7795743071325293,0.7395305164319249,3.86
7,0.0002998688630997793,0.4045861254014216,0.7817845799062895,0.7488584474885844,3.823
8,0.0002994756824578009,0.39674950222815236,0.6281650382089833,0.7934178807252908,3.79
9,0.00029882114784651444,0.37396904942191084,0.7063546926463575,0.7579706820693538,3.249
10,0.0002979064075420405,0.3456229520454025,0.6502635527963507,0.799049049049049,3.822
11,0.00029673306630970396,0.3414713971076473,0.7022789205046005,0.7625521267723103,3.827
12,0.00029530318258873034,0.3271170064922965,0.7093280121071698,0.7594220043941187,3.858
13,0.00029361926488104403,0.3253889263538153,0.6949449527209208,0.7898447930574098,3.834
