stage,config_id,dataset,variant,row_align,crops,tta,lr,weight_decay,batch_size,epochs,patience,warmup_epochs,schedule,grad_clip,label_smoothing,loss,focal_gamma,sampler,amp,monitor,dropout,drop_path,width,depth,heads,mlp_ratio,aug_p,aug_max_shift,threshold,seed,device,folds,cv_macro_f1,cv_balanced_accuracy,cv_accuracy,cv_recall_goodware,cv_recall_ransomware,cv_macro_f1_at_0.5,cv_macro_f1_nested_thr,cv_balanced_accuracy_nested_thr,cv_auc,threshold_used,threshold_refit_all_oof,threshold_nested,cv_n,epochs_mean,seconds_per_epoch,seconds_total,wall_seconds
combine,combine_004,mendeley,head3,False,1,False,0.0003,0.1,16,80,8,5,plateau,1.0,0.0,ce,2.0,class,bf16,val_loss,0.15,0.0,32,6,8,2.0,0.4,0.2,argmax,1337,cuda,3,0.6970494832265142,0.6977040005719642,0.7165510406342914,0.8788150807899462,0.5165929203539823,0.6970494832265142,0.6525052036045385,0.6535902670755152,0.7563104733003925,0.5,0.3769,0.160;0.377;0.367,2018,13.333333333333334,1.3968265056610107,62.64249062538147,63.8
combine,combine_005,mendeley,head3,False,1,False,0.0003,0.1,16,80,8,5,cosine,1.0,0.15,ce,2.0,class,bf16,val_loss,0.3,0.0,16,3,8,2.0,0.4,0.2,argmax,1337,cuda,3,0.7712742983287622,0.7686543747318918,0.7775024777006938,0.8536804308797128,0.6836283185840708,0.7712742983287622,0.7118630920153575,0.711867065982428,0.8563610166664019,0.5,0.5378,0.320;0.826;0.600,2018,16.0,0.9573864936828613,51.616310834884644,52.1
combine,combine_001,mendeley,head3,False,1,False,0.0003,0.01,16,80,8,5,plateau,1.0,0.0,ce,2.0,class,bf16,val_loss,0.15,0.0,32,6,8,2.0,0.4,0.2,argmax,1337,cuda,3,0.7328253258407131,0.7306763476906944,0.7413280475718533,0.8330341113105925,0.6283185840707964,0.7328253258407131,0.7188699650231999,0.7188021321555107,0.8102652682671072,0.5,0.2999,0.271;0.237;0.532,2018,13.0,1.2847013473510742,51.05621385574341,53.5
combine,combine_002,mendeley,head3,False,1,False,0.0003,0.1,16,150,20,5,cosine,1.0,0.15,ce,2.0,class,bf16,val_loss,0.15,0.0,32,6,8,2.0,0.4,0.2,argmax,1337,cuda,3,0.7173060344827586,0.7156295181201442,0.7294350842418236,0.848294434470377,0.5829646017699115,0.7173060344827586,0.7130967202233909,0.7127011804705994,0.7515932579717512,0.5,0.485,0.725;0.485;0.705,2018,26.0,1.4115301370620728,116.81232762336731,117.6
combine,combine_003,mendeley,head3,False,1,False,0.0003,0.1,16,80,8,5,plateau,1.0,0.15,ce,2.0,class,bf16,val_loss,0.3,0.0,32,6,8,2.0,0.4,0.2,argmax,1337,cuda,3,0.7559575854726803,0.7534486662112136,0.7631318136769079,0.8464991023339318,0.6603982300884956,0.7559575854726803,0.7140432372411112,0.7127190543524888,0.7524219109960121,0.5,0.503,0.503;0.503;0.599,2018,16.333333333333332,1.4809443950653076,80.78147053718567,81.7
combine,combine_004,mendeley,head3,False,1,False,0.0003,0.03,16,80,8,5,cosine,1.0,0.15,ce,2.0,class,bf16,val_loss,0.15,0.0,32,6,8,2.0,0.4,0.2,argmax,1337,cuda,3,0.7148251479397538,0.7138163121018096,0.7304261645193261,0.8734290843806104,0.5542035398230089,0.7148251479397538,0.7368657233778699,0.735504281787706,0.7999952336314962,0.5,0.3558,0.356;0.266;0.384,2018,16.0,1.4528864622116089,76.80645966529846,77.6
combine,combine_005,mendeley,head3,False,1,False,0.0003,0.3,16,80,8,5,cosine,1.0,0.15,ce,2.0,class,bf16,val_loss,0.15,0.0,32,6,8,2.0,0.4,0.2,argmax,1337,cuda,3,0.7192605020552167,0.7174109483484533,0.7279484638255699,0.8186714542190305,0.6161504424778761,0.7192605020552167,0.7157980096869386,0.7144955196136065,0.8090344529003352,0.5,0.2344,0.234;0.234;0.472,2018,16.666666666666668,1.4021955728530884,80.95959901809692,81.8
combine,combine_006,mendeley,head3,False,1,False,0.0006,0.1,16,80,8,5,cosine,1.0,0.15,ce,2.0,class,bf16,val_loss,0.15,0.0,32,6,8,2.0,0.4,0.2,argmax,1337,cuda,3,0.6662872636801097,0.6662529194007086,0.6699702675916749,0.7019748653500898,0.6305309734513275,0.6662872636801097,0.6551822740492248,0.654773915253968,0.7268389245483865,0.5,0.6908,0.288;0.717;0.691,2018,15.666666666666666,1.3873934745788574,66.8325982093811,67.6
combine,combine_007,mendeley,head3,False,1,False,0.0003,0.1,16,80,8,5,cosine,1.0,0.15,weighted_ce,2.0,natural,bf16,val_loss,0.15,0.0,32,6,8,2.0,0.4,0.2,argmax,1337,cuda,3,0.6352222820990456,0.6526181264994201,0.6833498513379583,0.947935368043088,0.3573008849557522,0.6352222820990456,0.6636086138942245,0.666320442954513,0.7746456006418712,0.5,0.3032,0.303;0.303;0.245,2018,14.666666666666666,1.4072866439819336,63.286454916000366,64.1
combine,combine_008,mendeley,head3,False,1,False,0.0003,0.1,16,80,8,5,plateau,1.0,0.15,ce,2.0,class,bf16,val_loss,0.3,0.0,16,3,8,2.0,0.4,0.2,argmax,1337,cuda,3,0.7285889831181412,0.7286853958469042,0.7314172447968286,0.7549371633752244,0.702433628318584,0.7285889831181412,0.7038664982263032,0.7046480036859917,0.8010572401137573,0.5,0.5767,0.327;0.577;0.575,2018,14.666666666666666,0.9078354835510254,41.49149942398071,41.9
