cv_rank,track,tokenizer,vocab_size,sampling,budget,ngram,embedding,w2v,pooling,n_features,classifier,clf_params,weighting,cv_macro_f1,cv_balanced_accuracy,cv_roc_auc,cv_macro_f1_bal_threshold,cv_macro_f1_f1_threshold,cv_macro_f1_fold_std,threshold,threshold_rule,oof_threshold_bal_rule,oof_threshold_f1_rule,spec
1,tfidf,SW,,strided,50000,1-1,tfidf,,,859,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.923711,0.923275,0.957496,0.921669,0.921669,0.040322,0.0,default,-0.01140459,-0.01140459,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
2,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean_max,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.92315,0.922411,0.955366,0.929413,0.929413,0.026614,0.0,default,-0.17786501,-0.17786501,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
3,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean_max,300,MLP,"{""alpha"": ""0.001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(256, 128)"", ""learning_rate_init"": ""0.001""}",none,0.922214,0.921822,0.957577,0.919271,0.919271,0.030132,0.5,default,0.4658093,0.4658093,"MLP(alpha=0.001,early_stopping=True,hidden_layer_sizes=(256, 128),learning_rate_init=0.001)|w=none"
4,tfidf,SW,,head,50000,1-3,tfidf,,,105872,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.92058,0.917509,0.966312,0.899531,0.901473,0.04852,0.0,default,-0.20189795,-0.18125991,"LinearSVC(C=0.1,class_weight=None)|w=none"
5,tfidf,SW,,head,50000,1-3,tfidf,,,105872,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.920152,0.91737,0.962634,0.897634,0.895489,0.045045,0.5,default,0.34527743,0.34527743,"LogReg(C=1.0,class_weight=None)|w=none"
6,tfidf,SW,,head,50000,1-3,tfidf,,,105872,LogReg,"{""C"": ""10.0"", ""class_weight"": ""None""}",none,0.918504,0.913677,0.969151,0.914109,0.914109,0.041874,0.5,default,0.18024925,0.18024925,"LogReg(C=10.0,class_weight=None)|w=none"
7,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean_max,300,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.918014,0.916777,0.95584,0.895197,0.896671,0.021772,0.5,default,0.52707316,0.52707316,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
8,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.917444,0.91836,0.954576,0.920323,0.920172,0.02056,0.5,default,0.58798694,0.58798694,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
9,tfidf,SW,,strided,50000,1-2,tfidf,,,28986,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.916373,0.9146,0.959985,0.910406,0.910406,0.040715,0.0,default,-0.23501271,-0.23501271,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
10,tfidf,SW,,head,50000,1-3,tfidf,,,105872,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.9162,0.913773,0.965696,0.894156,0.899554,0.04504,0.0,default,-0.17783209,-0.14594895,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
11,tfidf,SW,,head,50000,1-3,tfidf,,,105872,LogReg,"{""C"": ""10.0"", ""class_weight"": ""balanced""}",none,0.916026,0.911429,0.966716,0.90167,0.896937,0.049689,0.5,default,0.15339707,0.15339707,"LogReg(C=10.0,class_weight=balanced)|w=none"
12,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.91518,0.917561,0.933829,0.912043,0.912043,0.021259,0.5,default,0.53968147,0.53968147,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
13,tfidf,SW,,strided,20000,1-1,tfidf,,,794,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.915036,0.913975,0.957973,0.91672,0.91672,0.040621,0.0,default,-0.05489376,-0.05489376,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
14,tfidf,SW,,strided,50000,1-1,tfidf,,,859,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.914808,0.912837,0.957802,0.922656,0.922656,0.04227,0.0,default,-0.04052642,-0.04052642,"LinearSVC(C=0.1,class_weight=None)|w=none"
15,tfidf,SW,,strided,50000,1-3,tfidf,,,175860,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.914293,0.912284,0.961389,0.906437,0.906929,0.048779,0.0,default,-0.29275574,-0.29275574,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
16,tfidf,SW,,strided,50000,1-1,tfidf,,,859,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.913477,0.912213,0.954738,0.928398,0.928398,0.035092,0.5,default,0.46876112,0.46876112,"LogReg(C=1.0,class_weight=balanced)|w=none"
17,tfidf,SW,,strided,50000,1-1,tfidf,,,859,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.913239,0.911075,0.955271,0.92686,0.92686,0.04511,0.5,default,0.41634257,0.41634257,"LogReg(C=1.0,class_weight=None)|w=none"
18,tfidf,SW,,strided,50000,1-2,tfidf,,,28986,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.912921,0.911453,0.956718,0.906471,0.906471,0.03819,0.5,default,0.32645223,0.32645223,"LogReg(C=1.0,class_weight=balanced)|w=none"
19,tfidf,SW,,head,20000,1-3,tfidf,,,75074,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.912777,0.909109,0.967525,0.898803,0.898803,0.061188,0.0,default,-0.20699861,-0.20699861,"LinearSVC(C=0.1,class_weight=None)|w=none"
20,tfidf,SW,,strided,20000,1-2,tfidf,,,23004,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.912386,0.910796,0.955157,0.891897,0.891897,0.037915,0.0,default,-0.28966856,-0.28966856,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
21,tfidf,SW,,head,50000,1-3,tfidf,,,105872,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.912253,0.910175,0.962082,0.89866,0.897031,0.049781,0.5,default,0.37522632,0.37522632,"LogReg(C=1.0,class_weight=balanced)|w=none"
22,tfidf,SW,,head,50000,1-2,tfidf,,,19426,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.912185,0.909865,0.958143,0.897783,0.892126,0.047536,0.5,default,0.32802847,0.32802847,"LogReg(C=1.0,class_weight=None)|w=none"
23,tfidf,SW,,head,20000,1-3,tfidf,,,75074,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.911943,0.90883,0.967004,0.892374,0.896789,0.060365,0.0,default,-0.1673164,-0.1673164,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
24,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.911228,0.91386,0.95315,0.908913,0.91234,0.03167,0.0,default,0.23913231,0.23913231,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
25,tfidf,SW,,head,50000,1-2,tfidf,,,19426,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.910798,0.90893,0.957729,0.897783,0.892126,0.044807,0.5,default,0.35477522,0.35477522,"LogReg(C=1.0,class_weight=balanced)|w=none"
26,tfidf,SW,,head,50000,1-2,tfidf,,,19426,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.910752,0.908723,0.960924,0.900729,0.905643,0.046307,0.0,default,-0.1582521,-0.1582521,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
27,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.910536,0.911962,0.948022,0.913902,0.913902,0.011058,0.0,default,0.25890239,0.25890239,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
28,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""0.1""}",none,0.910505,0.911755,0.944406,0.884762,0.884762,0.010076,0.0,default,0.1237651,0.1237651,"SVM-RBF(C=10.0,class_weight=None,gamma=0.1)|w=none"
29,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean_max,300,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.910505,0.911755,0.948744,0.900523,0.902889,0.020276,0.0,default,-0.02637855,0.08168607,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
30,tfidf,SW,,strided,20000,1-1,tfidf,,,794,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.910372,0.908791,0.95537,0.921896,0.921896,0.039161,0.5,default,0.44554305,0.44554305,"LogReg(C=1.0,class_weight=balanced)|w=none"
31,tfidf,SW,,head,20000,1-3,tfidf,,,75074,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.910281,0.906757,0.9648,0.902193,0.902193,0.060568,0.5,default,0.37477327,0.37477327,"LogReg(C=1.0,class_weight=None)|w=none"
32,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.909777,0.912718,0.930494,0.892729,0.892729,0.017628,0.5,default,0.54783887,0.54783887,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
33,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean_max,300,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.909761,0.906204,0.950446,0.909317,0.912139,0.033608,0.0,default,-0.49234167,-0.49234167,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
34,tfidf,SW,,strided,20000,1-1,tfidf,,,794,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.90972,0.907617,0.958403,0.929959,0.92741,0.041539,0.0,default,-0.12400481,-0.12400481,"LinearSVC(C=0.1,class_weight=None)|w=none"
35,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.909568,0.911166,0.940913,0.907153,0.898233,0.010395,0.0,default,0.2482978,0.2482978,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
36,tfidf,SW,,head,50000,1-2,tfidf,,,19426,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.909132,0.906753,0.961706,0.904981,0.904981,0.045557,0.0,default,-0.18655786,-0.18655786,"LinearSVC(C=0.1,class_weight=None)|w=none"
37,tfidf,SW,,head,20000,1-3,tfidf,,,75074,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.908984,0.906133,0.964501,0.90121,0.90121,0.060863,0.5,default,0.40882879,0.40882879,"LogReg(C=1.0,class_weight=balanced)|w=none"
38,tfidf,SW,,head,20000,1-2,tfidf,,,14133,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.908907,0.905822,0.96651,0.900491,0.900491,0.057387,0.0,default,-0.21682489,-0.21682489,"LinearSVC(C=0.1,class_weight=None)|w=none"
39,tfidf,SW,,head,20000,1-3,tfidf,,,75074,LogReg,"{""C"": ""10.0"", ""class_weight"": ""balanced""}",none,0.90872,0.903789,0.970586,0.912572,0.912572,0.054363,0.5,default,0.24062727,0.24062727,"LogReg(C=10.0,class_weight=balanced)|w=none"
40,tfidf,SW,,strided,20000,1-2,tfidf,,,23004,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.908073,0.905544,0.955726,0.891427,0.89565,0.042636,0.0,default,-0.34542992,-0.07166534,"LinearSVC(C=0.1,class_weight=None)|w=none"
41,tokenizer,WP,,head,20000,1-1,tfidf,,,13539,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.908073,0.905544,0.963511,0.893574,0.892546,0.059087,0.5,default,0.39124676,0.39124676,"LogReg(C=1.0,class_weight=balanced)|w=none"
42,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.908061,0.90961,0.941837,0.911864,0.909192,0.010464,0.0,default,-0.33524457,-0.33524457,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
43,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean,300,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.907833,0.911126,0.946264,0.886691,0.886691,0.013326,0.0,default,0.0560603,0.0560603,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
44,tfidf,SW,,strided,50000,1-3,tfidf,,,175860,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.907373,0.905886,0.957992,0.901031,0.901031,0.048133,0.5,default,0.29906734,0.29906734,"LogReg(C=1.0,class_weight=balanced)|w=none"
45,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.907077,0.908711,0.934867,0.902207,0.89592,0.008732,0.0,default,-0.4001868,0.21446655,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
46,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.907077,0.908711,0.93555,0.904064,0.910456,0.008444,0.0,default,0.23276864,0.23276864,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
47,tfidf,SW,,head,20000,1-2,tfidf,,,14133,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.907063,0.904541,0.96413,0.897475,0.898457,0.059518,0.5,default,0.39987729,0.39987729,"LogReg(C=1.0,class_weight=balanced)|w=none"
48,tokenizer,WP,,head,20000,1-1,tfidf,,,13539,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.907038,0.904438,0.965606,0.894974,0.894974,0.05781,0.0,default,-0.19154008,-0.19154008,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
49,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.90632,0.909467,0.946834,0.886201,0.886201,0.011815,0.0,default,0.05962864,0.05962864,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
50,w2v,SW,,head,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.906114,0.905572,0.93748,0.884591,0.884591,0.034525,0.5,default,0.46791809,0.46791809,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
51,tfidf,SW,,head,20000,1-2,tfidf,,,14133,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.906053,0.903538,0.965994,0.900982,0.900982,0.056056,0.0,default,-0.17428588,-0.17428588,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
52,tfidf,SW,,head,20000,1-2,tfidf,,,14133,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.90587,0.902814,0.964781,0.900421,0.900421,0.059288,0.5,default,0.3662509,0.3662509,"LogReg(C=1.0,class_weight=None)|w=none"
53,tfidf,SW,,head,50000,1-2,tfidf,,,19426,LogReg,"{""C"": ""10.0"", ""class_weight"": ""balanced""}",none,0.905847,0.901401,0.96441,0.908751,0.908221,0.045441,0.5,default,0.20035204,0.20035204,"LogReg(C=10.0,class_weight=balanced)|w=none"
54,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.905735,0.908293,0.929603,0.852098,0.852098,0.019136,0.5,default,0.52363849,0.52363849,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
55,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.905441,0.909499,0.939417,0.882421,0.882421,0.013271,0.0,default,0.03531699,0.03531699,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
56,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,MLP,"{""alpha"": ""0.001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(256, 128)"", ""learning_rate_init"": ""0.001""}",none,0.904927,0.905774,0.936411,0.90154,0.90154,0.042904,0.5,default,0.45145427,0.45145427,"MLP(alpha=0.001,early_stopping=True,hidden_layer_sizes=(256, 128),learning_rate_init=0.001)|w=none"
57,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.904915,0.908739,0.939435,0.882399,0.882399,0.013396,0.0,default,0.06401626,0.06401626,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
58,tfidf,SW,,strided,20000,1-3,tfidf,,,135777,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.904774,0.903017,0.954795,0.891295,0.88883,0.045066,0.0,default,-0.27814397,-0.27814397,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
59,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.904659,0.904326,0.939949,0.898576,0.900032,0.013874,0.0,default,-0.2597955,-0.0729954,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
60,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.904555,0.906049,0.944146,0.89565,0.894624,0.025634,0.0,default,0.00888804,0.00888804,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
61,tfidf,SW,,head,20000,1-3,tfidf,,,75074,LogReg,"{""C"": ""10.0"", ""class_weight"": ""None""}",none,0.903916,0.898604,0.970009,0.929504,0.90379,0.055813,0.5,default,0.21130012,0.21130012,"LogReg(C=10.0,class_weight=None)|w=none"
62,tfidf,SW,,head,20000,1-3,tfidf,,,75074,LogReg,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.903572,0.90515,0.952264,0.883019,0.883019,0.032493,0.5,default,0.49474044,0.49474044,"LogReg(C=0.1,class_weight=None)|w=none"
63,tfidf,SW,,head,20000,1-3,tfidf,,,75074,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.903354,0.897948,0.973285,0.937492,0.937492,0.048899,0.0,default,-0.40213644,-0.40213644,"LinearSVC(C=1.0,class_weight=balanced)|w=none"
64,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.903226,0.901358,0.956451,0.92121,0.92121,0.023135,0.0,default,-0.0516538,-0.0516538,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
65,tfidf,SW,,head,20000,1-2,tfidf,,,14133,LogReg,"{""C"": ""10.0"", ""class_weight"": ""None""}",none,0.903061,0.898119,0.968919,0.912139,0.90896,0.049442,0.5,default,0.20077625,0.20077625,"LogReg(C=10.0,class_weight=None)|w=none"
66,tfidf,SW,,head,20000,1-3,tfidf,,,75074,LinearSVC,"{""C"": ""0.01"", ""class_weight"": ""None""}",none,0.902825,0.905906,0.952309,0.880573,0.884487,0.028128,0.0,default,0.01619756,0.01619756,"LinearSVC(C=0.01,class_weight=None)|w=none"
67,tfidf,SW,,head,20000,1-2,tfidf,,,14133,LogReg,"{""C"": ""10.0"", ""class_weight"": ""balanced""}",none,0.902666,0.897979,0.969012,0.912669,0.912669,0.049685,0.5,default,0.22922025,0.22922025,"LogReg(C=10.0,class_weight=balanced)|w=none"
68,tfidf,SW,,strided,50000,1-2,tfidf,,,28986,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.901301,0.89825,0.960437,0.910915,0.910915,0.0409,0.0,default,-0.26876401,-0.26876401,"LinearSVC(C=0.1,class_weight=None)|w=none"
69,tfidf,SW,,strided,20000,1-3,tfidf,,,135777,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.901284,0.899663,0.951956,0.891295,0.884357,0.046407,0.5,default,0.30423368,0.30423368,"LogReg(C=1.0,class_weight=balanced)|w=none"
70,tfidf,SW,,strided,5000,1-2,tfidf,,,14427,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.90121,0.899352,0.953632,0.893274,0.893274,0.039197,0.0,default,-0.28025909,-0.28025909,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
71,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.901002,0.898525,0.949178,0.896697,0.898169,0.028994,0.0,default,-0.35389809,-0.35389809,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
72,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean_max,300,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.900975,0.898421,0.947962,0.905251,0.905251,0.02795,0.5,default,0.23514073,0.23514073,"LogReg(C=1.0,class_weight=balanced)|w=none"
73,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.900809,0.901143,0.938484,0.900687,0.900687,0.03068,0.0,default,0.06847879,0.06847879,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
74,tfidf,SW,,head,5000,1-2,tfidf,,,8407,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.900642,0.898592,0.951922,0.907077,0.907077,0.021899,0.0,default,-0.14685925,-0.14685925,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
75,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean_max,300,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.900602,0.900108,0.936937,0.889976,0.893408,0.028681,0.5,default,0.42871459,0.42871459,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
76,tfidf,SW,,head,5000,1-2,tfidf,,,8407,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.900252,0.898556,0.951826,0.905079,0.902852,0.023461,0.5,default,0.41441333,0.41441333,"LogReg(C=1.0,class_weight=balanced)|w=none"
77,tfidf,SW,,head,20000,1-2,tfidf,,,14133,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.90025,0.894836,0.973164,0.939481,0.939481,0.044368,0.0,default,-0.3663265,-0.3663265,"LinearSVC(C=1.0,class_weight=balanced)|w=none"
78,tfidf,SW,,head,50000,1-1,tfidf,,,735,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.900227,0.898453,0.947802,0.871221,0.888819,0.04396,0.5,default,0.48161769,0.48161769,"LogReg(C=1.0,class_weight=balanced)|w=none"
79,tfidf,SW,,strided,5000,1-1,tfidf,,,654,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.900227,0.898453,0.954307,0.879671,0.884563,0.044903,0.0,default,-0.11933494,-0.11933494,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
80,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",tfidf_mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.899808,0.90014,0.939081,0.872892,0.877504,0.031398,0.0,default,-0.56163537,0.04727779,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
81,tfidf,SW,,strided,20000,1-2,tfidf,,,23004,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.899607,0.897486,0.953201,0.888841,0.892367,0.034538,0.5,default,0.28411079,0.45889834,"LogReg(C=1.0,class_weight=balanced)|w=none"
82,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.899576,0.899002,0.931901,0.90035,0.903201,0.031256,0.5,default,0.57869551,0.57869551,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
83,tfidf,SW,,strided,20000,1-2,tfidf,,,23004,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.899418,0.896762,0.953639,0.889332,0.887475,0.038138,0.5,default,0.25719781,0.42364671,"LogReg(C=1.0,class_weight=None)|w=none"
