cv_rank,track,tokenizer,vocab_size,sampling,budget,ngram,embedding,w2v,pooling,n_features,classifier,clf_params,weighting,cv_macro_f1,cv_balanced_accuracy,cv_roc_auc,cv_macro_f1_bal_threshold,cv_macro_f1_f1_threshold,cv_macro_f1_fold_std,threshold,threshold_rule,oof_threshold_bal_rule,oof_threshold_f1_rule,spec
637,tfidf,SW,,strided,5000,1-1,tfidf,,,654,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",class_arch,0.795628,0.79112,0.910055,0.860257,0.860257,0.095736,0.0,default,-0.19486681,-0.19486681,"LinearSVC(C=0.1,class_weight=None)|w=class_arch"
638,w2v,SW,,head,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""600""}",none,0.795496,0.790921,0.91999,0.854516,0.854516,0.123245,0.5,default,0.17833333,0.17833333,"RF(class_weight=balanced,max_depth=None,min_samples_leaf=1,n_estimators=600)|w=none"
639,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean_max,300,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.795228,0.790706,0.902213,0.836001,0.816677,0.098435,0.0,default,-0.84609422,-0.84609422,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
640,w2v,SW,,head,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.79522,0.790643,0.921058,0.853226,0.853715,0.124929,0.5,default,0.20089203,0.20089203,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
641,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=30,epochs=5,min_count=1",tfidf_mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""0.1""}",none,0.794922,0.790396,0.906867,0.849883,0.850368,0.07158,0.0,default,-0.64035228,-0.60859357,"SVM-RBF(C=10.0,class_weight=None,gamma=0.1)|w=none"
642,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.794671,0.791072,0.90055,0.83962,0.83962,0.100757,0.5,default,0.28664547,0.28664547,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
643,w2v,SW,,head,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""600""}",none,0.794297,0.789779,0.919925,0.829095,0.805732,0.116778,0.5,default,0.13666667,0.15166667,"RF(class_weight=balanced,max_depth=None,min_samples_leaf=1,n_estimators=600)|w=none"
644,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,RF,"{""class_weight"": ""None"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""1000""}",none,0.794296,0.789775,0.934374,0.887361,0.88883,0.099772,0.5,default,0.27033984,0.27033984,"RF(class_weight=None,max_depth=None,min_samples_leaf=1,n_estimators=1000)|w=none"
645,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""scale""}",class_arch,0.794234,0.790213,0.892373,0.803958,0.803747,0.08774,0.0,default,-0.62053518,-0.57132868,"SVM-RBF(C=10.0,class_weight=None,gamma=scale)|w=class_arch"
646,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=30,epochs=5,min_count=1",mean_max,300,RF,"{""class_weight"": ""None"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""1000""}",none,0.794184,0.789676,0.936313,0.873209,0.872638,0.076506,0.5,default,0.22822656,0.22822656,"RF(class_weight=None,max_depth=None,min_samples_leaf=1,n_estimators=1000)|w=none"
647,w2v,SW,,head,5000,1-1,w2v,"dim=200,window=10,epochs=10,min_count=5",mean_max,200,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.793703,0.789254,0.897713,0.835502,0.845793,0.079631,0.0,default,-0.41980847,-0.35823715,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
648,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.791534,0.787149,0.929413,0.869948,0.866285,0.072966,0.5,default,0.2971384,0.2971384,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
649,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=5,epochs=5,min_count=1",tfidf_mean,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""0.1""}",none,0.791164,0.787137,0.906907,0.842103,0.839038,0.052055,0.0,default,-0.70669684,-0.70669684,"SVM-RBF(C=10.0,class_weight=None,gamma=0.1)|w=none"
650,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.79071,0.78662,0.881891,0.843674,0.849342,0.036161,0.5,default,0.13278913,0.13278913,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
651,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean_max,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.790615,0.786286,0.934948,0.859605,0.851372,0.065444,0.5,default,0.18477002,0.224805,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
652,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.79055,0.786214,0.90088,0.809746,0.811524,0.076016,0.0,default,-1.0660795,-1.0660795,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
653,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.78929,0.785136,0.902378,0.834479,0.834479,0.064333,0.5,default,0.17843211,0.17843211,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
654,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.788852,0.78506,0.871583,0.802004,0.802004,0.066544,0.0,default,-0.62665082,-0.62665082,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
655,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=30,epochs=5,min_count=1",mean,300,MLP,"{""alpha"": ""0.001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(256, 128)"", ""learning_rate_init"": ""0.001""}",none,0.788146,0.784232,0.870829,0.824484,0.824484,0.089163,0.5,default,0.22298752,0.22298752,"MLP(alpha=0.001,early_stopping=True,hidden_layer_sizes=(256, 128),learning_rate_init=0.001)|w=none"
656,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=30,epochs=5,min_count=1",mean_max,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.787919,0.783763,0.933282,0.873545,0.871473,0.079075,0.5,default,0.21455681,0.21455681,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
657,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=5,epochs=5,min_count=1",mean_max,100,RF,"{""class_weight"": ""None"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""1000""}",none,0.786856,0.782796,0.939978,0.873432,0.873432,0.024727,0.5,default,0.2125,0.2679375,"RF(class_weight=None,max_depth=None,min_samples_leaf=1,n_estimators=1000)|w=none"
658,w2v,SW,,head,5000,1-1,w2v,"dim=200,window=10,epochs=10,min_count=5",tfidf_mean,200,RF,"{""class_weight"": ""None"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""1000""}",none,0.784842,0.780822,0.925952,0.847763,0.846076,0.085779,0.5,default,0.30008203,0.353,"RF(class_weight=None,max_depth=None,min_samples_leaf=1,n_estimators=1000)|w=none"
659,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=30,epochs=5,min_count=1",tfidf_mean,300,MLP,"{""alpha"": ""0.001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(256, 128)"", ""learning_rate_init"": ""0.001""}",none,0.784745,0.780778,0.883992,0.792162,0.805614,0.067107,0.5,default,0.07823616,0.2125012,"MLP(alpha=0.001,early_stopping=True,hidden_layer_sizes=(256, 128),learning_rate_init=0.001)|w=none"
660,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,MLP,"{""alpha"": ""0.001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(256, 128)"", ""learning_rate_init"": ""0.001""}",none,0.783801,0.779879,0.877156,0.813939,0.813939,0.057235,0.5,default,0.22320231,0.22320231,"MLP(alpha=0.001,early_stopping=True,hidden_layer_sizes=(256, 128),learning_rate_init=0.001)|w=none"
661,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=5,epochs=5,min_count=1",mean,100,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.782759,0.778876,0.877242,0.798402,0.783704,0.082593,0.5,default,0.22220461,0.22220461,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
662,w2v,SW,,head,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",class_arch,0.782722,0.778817,0.871846,0.761386,0.761386,0.080296,0.5,default,0.3127699,0.3127699,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=class_arch"
663,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=30,epochs=5,min_count=1",tfidf_mean,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.782484,0.778646,0.92848,0.869724,0.872317,0.065341,0.5,default,0.32611301,0.32611301,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
664,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,MLP,"{""alpha"": ""0.001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(256, 128)"", ""learning_rate_init"": ""0.001""}",none,0.782047,0.77812,0.886764,0.820955,0.823062,0.033972,0.5,default,0.1133875,0.22558933,"MLP(alpha=0.001,early_stopping=True,hidden_layer_sizes=(256, 128),learning_rate_init=0.001)|w=none"
665,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.782011,0.778124,0.922637,0.853198,0.853198,0.077311,0.5,default,0.37951656,0.37951656,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
666,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,MLP,"{""alpha"": ""0.001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(256, 128)"", ""learning_rate_init"": ""0.001""}",none,0.781618,0.77777,0.867125,0.795069,0.793512,0.061099,0.5,default,0.1689574,0.23958827,"MLP(alpha=0.001,early_stopping=True,hidden_layer_sizes=(256, 128),learning_rate_init=0.001)|w=none"
667,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.781445,0.777834,0.877798,0.832508,0.832508,0.078002,0.0,default,-0.58912195,-0.58912195,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
668,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=5,epochs=5,min_count=1",mean,100,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.780608,0.77697,0.881328,0.837072,0.837072,0.079167,0.0,default,-0.60207786,-0.60207786,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
669,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",class_arch,0.780013,0.776183,0.888919,0.798518,0.800464,0.109146,0.5,default,0.18624578,0.18624578,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=class_arch"
670,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=30,epochs=5,min_count=1",tfidf_mean,300,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.779693,0.775872,0.873959,0.824159,0.826524,0.053295,0.0,default,-0.39001769,-0.39001769,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
671,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.77966,0.775912,0.924581,0.877287,0.877287,0.061198,0.5,default,0.3605682,0.3605682,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
672,w2v,SW,,head,5000,1-1,w2v,"dim=200,window=10,epochs=10,min_count=5",mean,200,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.779163,0.775419,0.885864,0.857508,0.856995,0.081034,0.5,default,0.15328644,0.15328644,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
673,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",tfidf_mean,300,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",class_arch,0.778717,0.775037,0.876679,0.789343,0.779164,0.102309,0.5,default,0.21094472,0.32353637,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=class_arch"
674,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=30,epochs=5,min_count=1",tfidf_mean,300,RF,"{""class_weight"": ""None"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""1000""}",none,0.77808,0.774567,0.928957,0.87447,0.87447,0.052359,0.5,default,0.318,0.379,"RF(class_weight=None,max_depth=None,min_samples_leaf=1,n_estimators=1000)|w=none"
675,tfidf,SW,,head,5000,1-3,tfidf,,,39786,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",class_arch,0.777858,0.774885,0.942237,0.871669,0.871669,0.108791,0.0,default,-0.47855961,-0.47855961,"LinearSVC(C=0.1,class_weight=None)|w=class_arch"
676,tfidf,SW,,head,5000,1-3,tfidf,,,39786,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",class_arch,0.775549,0.772776,0.939327,0.864583,0.864583,0.108232,0.5,default,0.22430581,0.22430581,"LogReg(C=1.0,class_weight=None)|w=class_arch"
677,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",class_arch,0.774678,0.771197,0.879948,0.793888,0.778435,0.098759,0.5,default,0.20893271,0.20893271,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=class_arch"
678,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=30,epochs=5,min_count=1",mean_max,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""600""}",none,0.774516,0.771424,0.934464,0.85997,0.85997,0.081226,0.5,default,0.2,0.2,"RF(class_weight=balanced,max_depth=None,min_samples_leaf=1,n_estimators=600)|w=none"
679,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.774244,0.770687,0.874445,0.826743,0.831299,0.046599,0.0,default,-0.54121964,-0.42026713,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
680,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",class_arch,0.774201,0.770882,0.86002,0.754029,0.765104,0.061236,0.5,default,0.57172879,0.57172879,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=class_arch"
681,w2v,SW,,head,5000,1-1,w2v,"dim=200,window=10,epochs=10,min_count=5",tfidf_mean,200,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.772321,0.768817,0.885296,0.836594,0.836594,0.05759,0.5,default,0.11066956,0.11066956,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
682,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""scale""}",class_arch,0.771711,0.76826,0.853953,0.715584,0.771544,0.082221,0.0,default,0.08729315,0.08729315,"SVM-RBF(C=10.0,class_weight=None,gamma=scale)|w=class_arch"
683,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""scale""}",class_arch,0.770269,0.766919,0.869779,0.769688,0.749012,0.079913,0.0,default,-0.89660859,-0.89660859,"SVM-RBF(C=10.0,class_weight=None,gamma=scale)|w=class_arch"
684,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",class_arch,0.770023,0.766748,0.87099,0.7494,0.753792,0.125479,0.5,default,0.1323426,0.1323426,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=class_arch"
685,w2v,SW,,head,5000,1-1,w2v,"dim=200,window=10,epochs=10,min_count=5",mean_max,200,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",class_arch,0.769447,0.766159,0.863863,0.826515,0.826515,0.117871,0.5,default,0.2977988,0.2977988,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=class_arch"
686,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=30,epochs=5,min_count=1",mean,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.769077,0.766096,0.923908,0.853147,0.867527,0.095949,0.5,default,0.29272339,0.32209512,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
687,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",tfidf_mean,300,RF,"{""class_weight"": ""None"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""1000""}",none,0.769077,0.766096,0.927659,0.851382,0.867972,0.036111,0.5,default,0.26890625,0.26890625,"RF(class_weight=None,max_depth=None,min_samples_leaf=1,n_estimators=1000)|w=none"
688,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=5,epochs=5,min_count=1",mean_max,100,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""600""}",none,0.768872,0.766203,0.938519,0.870682,0.870682,0.034495,0.5,default,0.25666667,0.25666667,"RF(class_weight=balanced,max_depth=None,min_samples_leaf=1,n_estimators=600)|w=none"
689,w2v,SW,,head,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",class_arch,0.768262,0.767198,0.853186,0.766875,0.766875,0.107004,0.5,default,0.54225033,0.54225033,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=class_arch"
690,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",class_arch,0.766515,0.763414,0.863608,0.798012,0.798012,0.05019,0.5,default,0.40955949,0.40955949,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=class_arch"
691,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""600""}",none,0.765209,0.76257,0.923878,0.874497,0.872346,0.06386,0.5,default,0.33833333,0.33833333,"RF(class_weight=balanced,max_depth=None,min_samples_leaf=1,n_estimators=600)|w=none"
692,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean_max,300,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.76483,0.761874,0.900701,0.830741,0.820173,0.06002,0.5,default,0.11569715,0.11569715,"LogReg(C=1.0,class_weight=balanced)|w=none"
693,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=30,epochs=5,min_count=1",tfidf_mean,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""600""}",none,0.76368,0.761432,0.928631,0.881551,0.881551,0.069607,0.5,default,0.30615885,0.30615885,"RF(class_weight=balanced,max_depth=None,min_samples_leaf=1,n_estimators=600)|w=none"
694,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",tfidf_mean,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.762273,0.759769,0.927212,0.851096,0.865265,0.035213,0.5,default,0.25383415,0.25383415,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
695,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,RF,"{""class_weight"": ""None"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""1000""}",none,0.762171,0.760119,0.940675,0.864691,0.863483,0.030334,0.5,default,0.18,0.282,"RF(class_weight=None,max_depth=None,min_samples_leaf=1,n_estimators=1000)|w=none"
696,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",class_arch,0.762029,0.758925,0.880283,0.784253,0.766791,0.109006,0.5,default,0.29781286,0.29781286,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=class_arch"
697,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=5,epochs=5,min_count=1",tfidf_mean,100,RF,"{""class_weight"": ""None"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""1000""}",none,0.761814,0.759633,0.926397,0.835407,0.838787,0.065007,0.5,default,0.316,0.316,"RF(class_weight=None,max_depth=None,min_samples_leaf=1,n_estimators=1000)|w=none"
698,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.761412,0.758834,0.920878,0.860441,0.860441,0.065834,0.5,default,0.31026356,0.31026356,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
699,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""600""}",none,0.761258,0.758905,0.921852,0.854727,0.85906,0.035561,0.5,default,0.31833333,0.31833333,"RF(class_weight=balanced,max_depth=None,min_samples_leaf=1,n_estimators=600)|w=none"
700,tfidf,SW,,head,5000,1-2,tfidf,,,8407,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",class_arch,0.760377,0.758877,0.932431,0.842334,0.842334,0.090766,0.5,default,0.27317794,0.27317794,"LogReg(C=1.0,class_weight=None)|w=class_arch"
701,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.759256,0.757003,0.924282,0.866744,0.868695,0.076444,0.5,default,0.26303252,0.3436786,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
