epoch,lr,train_loss,val_loss,val_macro_f1,seconds
1,5.9999999999999995e-05,0.5655432851349022,0.734304492059908,0.7532960614152203,3.837
2,0.00011999999999999999,0.4932849680356375,0.6644674169418474,0.7531724828852897,3.8
3,0.00017999999999999998,0.5033724695875064,0.8142422645875852,0.5693707700749955,3.852
4,0.00023999999999999998,0.4794536863139792,0.7361351723812487,0.712525406504065,3.905
5,0.0003,0.4745594394352863,0.7947058751158518,0.6551627445482195,3.842
6,0.0003,0.4424142732768754,0.6341361727344391,0.7579101053290228,3.826
7,0.0002998688630997793,0.3876185431761524,0.7143265014369738,0.7302336263231519,3.853
8,0.0002994756824578009,0.41208444719717685,0.7737828065815582,0.6729390681003584,3.779
9,0.00029882114784651444,0.3690774074120569,0.7458384771869607,0.7344899665551838,3.522
10,0.0002979064075420405,0.3568722626258587,0.6673448730821478,0.7632532802000975,3.432
11,0.00029673306630970396,0.3380216218539419,0.870344600721037,0.69149092744055,3.396
12,0.00029530318258873034,0.35364491019286093,0.729652676952484,0.7433880147304988,3.43
13,0.00029361926488104403,0.3283456264268835,0.6789364646014557,0.7658735981553296,3.794
14,0.00029168426735050345,0.31721304534407163,0.7126150065905428,0.7475107431086888,3.62
