epoch,lr,train_loss,val_loss,val_macro_f1,seconds
1,5.9999999999999995e-05,0.6662572572601047,0.6454445643512081,0.6621618685497013,2.337
2,0.00011999999999999999,0.6101104369622061,0.6516713189752135,0.6561289647231237,2.391
3,0.00017999999999999998,0.5402050706464228,0.6029266769483209,0.7658735981553296,2.161
4,0.00023999999999999998,0.5538139883314921,0.7321949878784075,0.7001027045532352,2.499
5,0.0003,0.5083318515709203,0.704178027910729,0.7444684528954192,2.162
6,0.0003,0.5105612327682767,0.586102192260359,0.7228771228771229,2.544
7,0.0002998688630997793,0.4927381389236503,0.6449599108195196,0.7228771228771229,2.171
8,0.0002994756824578009,0.4953789821494083,0.6596329748358356,0.7389422172030868,2.387
9,0.00029882114784651444,0.4754972976734401,0.664362272987627,0.7807060527941709,2.397
10,0.0002979064075420405,0.37910166384446214,0.8152796558049171,0.5663366336633664,2.174
11,0.00029673306630970396,0.400462294400169,0.7218823933710247,0.6854630222948935,2.565
12,0.00029530318258873034,0.3891182736995288,0.9198302602114743,0.559206537817979,2.176
13,0.00029361926488104403,0.3536523818770934,0.7030814929639913,0.7186835577604537,2.209
14,0.00029168426735050345,0.3364032896410564,0.8001270501036623,0.5942590409277929,4.101
