cv_rank,track,tokenizer,vocab_size,sampling,budget,ngram,embedding,w2v,pooling,n_features,classifier,clf_params,weighting,cv_macro_f1,cv_balanced_accuracy,cv_roc_auc,cv_macro_f1_bal_threshold,cv_macro_f1_f1_threshold,cv_macro_f1_fold_std,threshold,threshold_rule,oof_threshold_bal_rule,oof_threshold_f1_rule,spec
445,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.845135,0.841836,0.900774,0.872171,0.872171,0.045472,0.0,default,-0.13989076,-0.13989076,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
446,tfidf,SW,,strided,5000,1-3,tfidf,,,64244,LinearSVC,"{""C"": ""0.01"", ""class_weight"": ""None""}",none,0.845058,0.838368,0.961462,0.897435,0.899397,0.058247,0.0,default,-0.10360921,-0.10360921,"LinearSVC(C=0.01,class_weight=None)|w=none"
447,tfidf,SW,,strided,50000,1-1,tfidf,,,553,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",class_arch,0.844872,0.83918,0.96547,0.903837,0.902671,0.052808,0.0,default,-0.32691853,-0.32691853,"LinearSVC(C=0.1,class_weight=None)|w=class_arch"
448,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=30,epochs=5,min_count=1",tfidf_mean,300,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",class_arch,0.84482,0.838794,0.907024,0.868208,0.876418,0.053316,0.5,default,0.34077836,0.34077836,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=class_arch"
449,w2v,SW,,head,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,MLP,"{""alpha"": ""0.001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(256, 128)"", ""learning_rate_init"": ""0.001""}",none,0.844647,0.839148,0.922393,0.831867,0.833277,0.075838,0.5,default,0.37068878,0.37068878,"MLP(alpha=0.001,early_stopping=True,hidden_layer_sizes=(256, 128),learning_rate_init=0.001)|w=none"
450,w2v,SW,,head,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.844647,0.838024,0.975953,0.932229,0.932229,0.069935,0.5,default,0.29752865,0.29752865,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
451,w2v,SW,,head,5000,1-1,w2v,"dim=200,window=10,epochs=10,min_count=5",mean,200,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.844543,0.838377,0.884553,0.870531,0.870531,0.051253,0.0,default,-0.35828501,-0.35828501,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
452,tfidf,SW,,head,50000,1-1,tfidf,,,532,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",class_arch,0.84454,0.838658,0.963883,0.907614,0.907614,0.047968,0.5,default,0.28514386,0.28514386,"LogReg(C=1.0,class_weight=None)|w=class_arch"
453,tfidf,SW,,head,50000,1-1,tfidf,,,532,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",class_arch,0.84454,0.838658,0.966786,0.918292,0.910642,0.048979,0.0,default,-0.3480451,-0.3480451,"LinearSVC(C=0.1,class_weight=None)|w=class_arch"
454,tfidf,SW,,strided,50000,1-1,tfidf,,,553,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",class_arch,0.844453,0.838835,0.963576,0.90479,0.90671,0.05183,0.5,default,0.29378001,0.29378001,"LogReg(C=1.0,class_weight=None)|w=class_arch"
455,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.844408,0.84146,0.886426,0.841125,0.841125,0.047152,0.0,default,-0.24617983,-0.24617983,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
456,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",class_arch,0.844347,0.839782,0.904724,0.797568,0.819819,0.062668,0.5,default,0.45556419,0.51732555,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=class_arch"
457,w2v,SW,,head,5000,1-1,w2v,"dim=200,window=10,epochs=10,min_count=5",tfidf_mean,200,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.844267,0.838241,0.902518,0.88041,0.88041,0.052958,0.5,default,0.21384408,0.21384408,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
458,w2v,SW,,head,5000,1-1,w2v,"dim=200,window=10,epochs=10,min_count=5",tfidf_mean,200,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",class_arch,0.844256,0.838522,0.908852,0.85353,0.85353,0.020713,0.5,default,0.2707232,0.2707232,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=class_arch"
459,w2v,SW,,head,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.844189,0.838418,0.931545,0.8903,0.89121,0.10732,0.5,default,0.34815102,0.34815102,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
460,w2v,SW,,head,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""0.1""}",none,0.843918,0.83772,0.914758,0.877015,0.877015,0.083667,0.0,default,-0.73135534,-0.61658895,"SVM-RBF(C=10.0,class_weight=None,gamma=0.1)|w=none"
461,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""600""}",none,0.843559,0.837199,0.967707,0.912486,0.908735,0.075922,0.5,default,0.16916667,0.21942057,"RF(class_weight=balanced,max_depth=None,min_samples_leaf=1,n_estimators=600)|w=none"
462,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean,300,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.843504,0.837375,0.906303,0.854722,0.872095,0.053805,0.5,default,0.29396506,0.29396506,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
463,w2v,SW,,head,5000,1-1,w2v,"dim=200,window=10,epochs=10,min_count=5",mean,200,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""0.1""}",none,0.84329,0.837063,0.926804,0.892999,0.890288,0.057606,0.0,default,-0.79143638,-0.79143638,"SVM-RBF(C=10.0,class_weight=None,gamma=0.1)|w=none"
464,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""scale""}",class_arch,0.842902,0.837665,0.93544,0.884705,0.887589,0.072602,0.0,default,-0.3134728,-0.3134728,"SVM-RBF(C=10.0,class_weight=None,gamma=scale)|w=class_arch"
465,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean,300,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.842795,0.840394,0.876288,0.828658,0.826041,0.049562,0.0,default,-0.35537515,-0.35537515,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
466,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.842464,0.836374,0.930439,0.88097,0.88097,0.062633,0.5,default,0.1119575,0.1119575,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
467,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",class_arch,0.842386,0.836831,0.925668,0.805706,0.825122,0.109102,0.5,default,0.25582992,0.28719563,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=class_arch"
468,tfidf,SW,,head,5000,1-3,tfidf,,,37877,LinearSVC,"{""C"": ""0.01"", ""class_weight"": ""None""}",none,0.842326,0.835707,0.968524,0.911428,0.90445,0.092078,0.0,default,-0.12369406,-0.12369406,"LinearSVC(C=0.01,class_weight=None)|w=none"
469,w2v,SW,,head,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.842236,0.839143,0.885209,0.827962,0.832422,0.057677,0.0,default,-0.12217616,0.23964901,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
470,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,MLP,"{""alpha"": ""0.001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(256, 128)"", ""learning_rate_init"": ""0.001""}",none,0.842064,0.837362,0.905812,0.84059,0.84059,0.053144,0.5,default,0.37795041,0.37795041,"MLP(alpha=0.001,early_stopping=True,hidden_layer_sizes=(256, 128),learning_rate_init=0.001)|w=none"
471,tfidf,SW,,strided,20000,1-1,tfidf,,,515,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",class_arch,0.841983,0.836206,0.963001,0.895849,0.895849,0.052757,0.5,default,0.26416612,0.26416612,"LogReg(C=1.0,class_weight=None)|w=class_arch"
472,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,RF,"{""class_weight"": ""None"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""1000""}",none,0.841917,0.835363,0.97608,0.914763,0.914763,0.076089,0.5,default,0.224,0.224,"RF(class_weight=None,max_depth=None,min_samples_leaf=1,n_estimators=1000)|w=none"
473,tfidf,SW,,strided,20000,1-1,tfidf,,,515,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",class_arch,0.841845,0.835997,0.964938,0.902482,0.902147,0.051339,0.0,default,-0.427209,-0.2453116,"LinearSVC(C=0.1,class_weight=None)|w=class_arch"
474,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=5,epochs=5,min_count=1",tfidf_mean,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.841706,0.835789,0.931924,0.874412,0.88111,0.042534,0.0,default,-0.430283,-0.430283,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
475,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.841495,0.835476,0.937871,0.896013,0.896994,0.053406,0.0,default,-0.58151666,-0.58151666,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
476,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""0.1""}",none,0.841424,0.835372,0.925348,0.898857,0.898857,0.061777,0.0,default,-0.65701983,-0.50125877,"SVM-RBF(C=10.0,class_weight=None,gamma=0.1)|w=none"
477,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",class_arch,0.841032,0.835974,0.925099,0.852656,0.848827,0.048094,0.5,default,0.17208602,0.38964683,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=class_arch"
478,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.840983,0.83713,0.917008,0.876952,0.876952,0.043824,0.5,default,0.44796946,0.46241709,"LogReg(C=1.0,class_weight=balanced)|w=none"
479,tfidf,SW,,strided,50000,1-2,tfidf,,,18667,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",class_arch,0.840914,0.834642,0.982512,0.92903,0.930444,0.063985,0.0,default,-0.36051639,-0.15566759,"LinearSVC(C=0.1,class_weight=None)|w=class_arch"
480,w2v,SW,,head,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""600""}",none,0.840638,0.834048,0.975432,0.933697,0.933697,0.064877,0.5,default,0.29854167,0.29854167,"RF(class_weight=balanced,max_depth=None,min_samples_leaf=1,n_estimators=600)|w=none"
481,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.840496,0.835807,0.908078,0.833156,0.833156,0.046194,0.5,default,0.42864371,0.42864371,"LogReg(C=1.0,class_weight=balanced)|w=none"
482,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.840114,0.834234,0.931541,0.876329,0.88111,0.04272,0.0,default,-0.39953029,-0.39953029,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
483,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.839488,0.833576,0.897974,0.835545,0.835545,0.051275,0.5,default,0.32109254,0.32109254,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
484,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=5,epochs=5,min_count=1",tfidf_mean,100,MLP,"{""alpha"": ""0.001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(256, 128)"", ""learning_rate_init"": ""0.001""}",none,0.839218,0.83344,0.895443,0.853238,0.853238,0.041158,0.5,default,0.33344764,0.33344764,"MLP(alpha=0.001,early_stopping=True,hidden_layer_sizes=(256, 128),learning_rate_init=0.001)|w=none"
485,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.839134,0.833898,0.962869,0.916483,0.916483,0.102194,0.0,default,-0.71562866,-0.71562866,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
486,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""0.1""}",none,0.838944,0.833304,0.943711,0.899863,0.899863,0.093193,0.0,default,-0.55312558,-0.55312558,"SVM-RBF(C=10.0,class_weight=None,gamma=0.1)|w=none"
487,tfidf,SW,,strided,5000,1-1,tfidf,,,434,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.838861,0.832919,0.959763,0.886585,0.886585,0.025155,0.5,default,0.29882932,0.39023093,"LogReg(C=1.0,class_weight=None)|w=none"
488,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.838802,0.833377,0.92288,0.86229,0.864235,0.062101,0.5,default,0.37270219,0.37270219,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
489,w2v,SW,,head,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""600""}",none,0.838677,0.832429,0.965731,0.886474,0.886474,0.055631,0.5,default,0.13333333,0.13333333,"RF(class_weight=balanced,max_depth=None,min_samples_leaf=1,n_estimators=600)|w=none"
490,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""scale""}",class_arch,0.838038,0.83223,0.902504,0.831381,0.814895,0.047576,0.0,default,-0.62382448,-0.35701703,"SVM-RBF(C=10.0,class_weight=None,gamma=scale)|w=class_arch"
491,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.83786,0.83174,0.883057,0.872583,0.872007,0.047362,0.0,default,-0.40447624,-0.40447624,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
492,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=30,epochs=5,min_count=1",mean,300,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.837821,0.831917,0.894492,0.841026,0.841026,0.042793,0.5,default,0.29244734,0.29244734,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
493,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=5,epochs=5,min_count=1",mean,100,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.837483,0.831677,0.884098,0.839261,0.832834,0.042972,0.5,default,0.36747741,0.36747741,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
494,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.83741,0.831572,0.944808,0.884278,0.892511,0.077297,0.0,default,-0.5375958,-0.5375958,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
495,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,RF,"{""class_weight"": ""None"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""1000""}",none,0.837245,0.830906,0.968934,0.926767,0.910479,0.07218,0.5,default,0.23289453,0.23289453,"RF(class_weight=None,max_depth=None,min_samples_leaf=1,n_estimators=1000)|w=none"
496,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""0.1""}",none,0.836918,0.830666,0.938879,0.889954,0.889954,0.05925,0.0,default,-0.52551965,-0.52551965,"SVM-RBF(C=10.0,class_weight=None,gamma=0.1)|w=none"
497,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.836761,0.830457,0.956469,0.908792,0.908792,0.053176,0.5,default,0.19778789,0.19778789,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
498,w2v,SW,,head,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.836511,0.830321,0.96422,0.882686,0.883727,0.070821,0.5,default,0.14023205,0.30848794,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
499,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=5,epochs=5,min_count=1",tfidf_mean,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""0.1""}",none,0.836434,0.830217,0.939046,0.886234,0.889886,0.056715,0.0,default,-0.42606275,-0.42606275,"SVM-RBF(C=10.0,class_weight=None,gamma=0.1)|w=none"
500,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""600""}",none,0.836283,0.829832,0.970656,0.905514,0.905514,0.044705,0.5,default,0.20666667,0.20666667,"RF(class_weight=balanced,max_depth=None,min_samples_leaf=1,n_estimators=600)|w=none"
501,tfidf,SW,,strided,5000,1-1,tfidf,,,434,LogReg,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.836253,0.830924,0.934158,0.860953,0.860953,0.021965,0.5,default,0.46312781,0.46312781,"LogReg(C=0.1,class_weight=balanced)|w=none"
502,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""600""}",none,0.836199,0.829904,0.968374,0.926767,0.926767,0.070174,0.5,default,0.22335937,0.24333333,"RF(class_weight=balanced,max_depth=None,min_samples_leaf=1,n_estimators=600)|w=none"
503,tokenizer,WPC,500,head,5000,1-2,tfidf,,,1172,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.836173,0.831101,0.915335,0.828802,0.818561,0.075072,0.5,default,0.31225907,0.31225907,"LogReg(C=1.0,class_weight=balanced)|w=none"
504,w2v,SW,,head,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""scale""}",class_arch,0.836076,0.830153,0.925099,0.881564,0.881564,0.081615,0.0,default,-0.47138928,-0.38912371,"SVM-RBF(C=10.0,class_weight=None,gamma=scale)|w=class_arch"
505,tfidf,SW,,strided,20000,1-2,tfidf,,,15832,LogReg,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.836002,0.830049,0.96781,0.917602,0.917602,0.048017,0.5,default,0.39294799,0.39294799,"LogReg(C=0.1,class_weight=None)|w=none"
506,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=5,epochs=5,min_count=1",mean_max,100,MLP,"{""alpha"": ""0.001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(256, 128)"", ""learning_rate_init"": ""0.001""}",none,0.835977,0.830507,0.911698,0.837694,0.837694,0.056844,0.5,default,0.38815134,0.38815134,"MLP(alpha=0.001,early_stopping=True,hidden_layer_sizes=(256, 128),learning_rate_init=0.001)|w=none"
507,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=5,epochs=5,min_count=1",tfidf_mean,100,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.835926,0.829945,0.899151,0.845036,0.840661,0.057283,0.5,default,0.17069019,0.17069019,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
508,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean,300,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.835742,0.829913,0.927679,0.883201,0.883201,0.079539,0.0,default,-0.47944505,-0.47944505,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
509,w2v,SW,,head,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.835476,0.829143,0.961412,0.887985,0.869052,0.078995,0.5,default,0.16408394,0.16408394,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
510,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=30,epochs=5,min_count=1",tfidf_mean,300,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.835367,0.830797,0.90197,0.828443,0.828443,0.05367,0.5,default,0.44462692,0.44462692,"LogReg(C=1.0,class_weight=balanced)|w=none"
511,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",tfidf_mean,300,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.835367,0.830797,0.90294,0.831127,0.831127,0.040952,0.5,default,0.43389731,0.43389731,"LogReg(C=1.0,class_weight=balanced)|w=none"
512,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.835244,0.83363,0.88248,0.806924,0.806924,0.052203,0.0,default,0.15740964,0.15740964,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
513,tfidf,SW,,strided,50000,1-2,tfidf,,,18667,LogReg,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.83496,0.829047,0.967704,0.913637,0.915112,0.04708,0.5,default,0.39126658,0.39126658,"LogReg(C=0.1,class_weight=None)|w=none"
514,w2v,SW,,head,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,RF,"{""class_weight"": ""None"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""1000""}",none,0.83482,0.828308,0.977156,0.929662,0.907005,0.06404,0.5,default,0.295,0.295,"RF(class_weight=None,max_depth=None,min_samples_leaf=1,n_estimators=1000)|w=none"
515,w2v,SW,,head,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.834586,0.828984,0.92706,0.888474,0.868281,0.056317,0.0,default,-0.37647407,-0.37647407,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
