cv_rank,track,tokenizer,vocab_size,sampling,budget,ngram,embedding,w2v,pooling,n_features,classifier,clf_params,weighting,cv_macro_f1,cv_balanced_accuracy,cv_roc_auc,cv_macro_f1_bal_threshold,cv_macro_f1_f1_threshold,cv_macro_f1_fold_std,threshold,threshold_rule,oof_threshold_bal_rule,oof_threshold_f1_rule,spec
191,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.884555,0.88039,0.95932,0.908727,0.906595,0.035453,0.0,default,-0.52144861,-0.52144861,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
192,tfidf,SW,,strided,50000,1-1,tfidf,,,553,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.884327,0.878962,0.969948,0.940015,0.940015,0.055216,0.0,default,-0.33729629,-0.33729629,"LinearSVC(C=1.0,class_weight=balanced)|w=none"
193,w2v,SW,,head,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.884027,0.879837,0.8976,0.858093,0.858093,0.071155,0.5,default,0.57187462,0.57187462,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
194,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.883989,0.879733,0.901833,0.884065,0.884065,0.064847,0.5,default,0.4940917,0.4940917,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
195,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.883756,0.879107,0.953657,0.895476,0.895476,0.05569,0.5,default,0.19128191,0.19128191,"LogReg(C=1.0,class_weight=balanced)|w=none"
196,tfidf,SW,,head,5000,1-2,tfidf,,,7629,LinearSVC,"{""C"": ""0.01"", ""class_weight"": ""balanced""}",none,0.883384,0.878971,0.961148,0.905951,0.905951,0.039345,0.0,default,-0.10926418,-0.10926418,"LinearSVC(C=0.01,class_weight=balanced)|w=none"
197,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.883161,0.879252,0.922267,0.880552,0.880552,0.062218,0.5,default,0.40407189,0.40407189,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
198,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=30,epochs=5,min_count=1",mean,300,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.882407,0.877271,0.907221,0.873936,0.873936,0.026317,0.5,default,0.44544741,0.44544741,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
199,w2v,SW,,head,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.882365,0.877167,0.919504,0.901633,0.901633,0.062125,0.5,default,0.44529569,0.44529569,"LogReg(C=1.0,class_weight=balanced)|w=none"
200,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",tfidf_mean,300,MLP,"{""alpha"": ""0.001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(256, 128)"", ""learning_rate_init"": ""0.001""}",none,0.882219,0.878459,0.911025,0.874027,0.852647,0.06939,0.5,default,0.45401609,0.51378311,"MLP(alpha=0.001,early_stopping=True,hidden_layer_sizes=(256, 128),learning_rate_init=0.001)|w=none"
201,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.882069,0.878042,0.940966,0.866378,0.872491,0.056761,0.0,default,-0.25141319,-0.25141319,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
202,tfidf,SW,,head,5000,1-2,tfidf,,,7629,LogReg,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.881993,0.877833,0.962893,0.906859,0.906859,0.040582,0.5,default,0.44989289,0.44989289,"LogReg(C=0.1,class_weight=balanced)|w=none"
203,w2v,SW,,head,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.881757,0.877207,0.90895,0.880042,0.880042,0.071381,0.5,default,0.51732968,0.51732968,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
204,w2v,SW,,head,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.880895,0.87582,0.913322,0.892864,0.892864,0.085183,0.5,default,0.35233521,0.35233521,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
205,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=30,epochs=5,min_count=1",mean,300,MLP,"{""alpha"": ""0.001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(256, 128)"", ""learning_rate_init"": ""0.001""}",none,0.880858,0.876518,0.898617,0.88881,0.88881,0.020221,0.5,default,0.34708994,0.34708994,"MLP(alpha=0.001,early_stopping=True,hidden_layer_sizes=(256, 128),learning_rate_init=0.001)|w=none"
206,tfidf,SW,,head,5000,1-2,tfidf,,,7629,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.880824,0.87432,0.978815,0.935706,0.929525,0.054581,0.0,default,-0.46054108,-0.46054108,"LinearSVC(C=1.0,class_weight=balanced)|w=none"
207,tfidf,SW,,strided,20000,1-3,tfidf,,,100174,LogReg,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.880766,0.875507,0.96892,0.920404,0.920404,0.041559,0.5,default,0.43480567,0.43480567,"LogReg(C=0.1,class_weight=None)|w=none"
208,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,MLP,"{""alpha"": ""0.001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(256, 128)"", ""learning_rate_init"": ""0.001""}",none,0.880447,0.876278,0.914571,0.874623,0.874623,0.063779,0.5,default,0.44510293,0.44510293,"MLP(alpha=0.001,early_stopping=True,hidden_layer_sizes=(256, 128),learning_rate_init=0.001)|w=none"
209,w2v,SW,,head,5000,1-1,w2v,"dim=200,window=10,epochs=10,min_count=5",tfidf_mean,200,MLP,"{""alpha"": ""0.001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(256, 128)"", ""learning_rate_init"": ""0.001""}",none,0.880319,0.875163,0.92084,0.87549,0.873121,0.041711,0.5,default,0.27846281,0.27846281,"MLP(alpha=0.001,early_stopping=True,hidden_layer_sizes=(256, 128),learning_rate_init=0.001)|w=none"
210,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.880167,0.877361,0.922794,0.885873,0.885677,0.043973,0.5,default,0.55376965,0.55376965,"LogReg(C=1.0,class_weight=balanced)|w=none"
211,tfidf,SW,,head,50000,1-1,tfidf,,,532,LogReg,"{""C"": ""10.0"", ""class_weight"": ""None""}",none,0.879965,0.874329,0.96542,0.920321,0.921093,0.037638,0.5,default,0.3217866,0.3217866,"LogReg(C=10.0,class_weight=None)|w=none"
212,tfidf,SW,,head,50000,1-1,tfidf,,,532,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.879759,0.875308,0.965916,0.927031,0.927031,0.037858,0.5,default,0.31394267,0.31394267,"LogReg(C=1.0,class_weight=None)|w=none"
213,w2v,SW,,head,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.8797,0.876006,0.905547,0.868895,0.86987,0.071104,0.5,default,0.51995759,0.51995759,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
214,tfidf,SW,,head,5000,1-2,tfidf,,,7629,LogReg,"{""C"": ""10.0"", ""class_weight"": ""balanced""}",none,0.879351,0.872973,0.975695,0.929865,0.935227,0.054728,0.5,default,0.22798983,0.22798983,"LogReg(C=10.0,class_weight=balanced)|w=none"
215,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.878722,0.875108,0.949318,0.906424,0.906424,0.034496,0.5,default,0.36306152,0.36306152,"LogReg(C=1.0,class_weight=balanced)|w=none"
216,tfidf,SW,,head,5000,1-3,tfidf,,,37877,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.87861,0.872003,0.982747,0.928537,0.92903,0.055968,0.0,default,-0.69665649,-0.6631883,"LinearSVC(C=1.0,class_weight=balanced)|w=none"
217,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.878127,0.873544,0.937631,0.89878,0.89878,0.077301,0.0,default,-0.53551021,-0.53551021,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
218,tfidf,SW,,head,5000,1-2,tfidf,,,7629,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.878068,0.87145,0.978803,0.934732,0.934732,0.055717,0.0,default,-0.48390916,-0.48390916,"LinearSVC(C=1.0,class_weight=None)|w=none"
219,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.877762,0.873408,0.939097,0.893097,0.893097,0.058186,0.0,default,-0.57865587,-0.57865587,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
220,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean_max,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""scale""}",class_arch,0.877161,0.871949,0.955856,0.872187,0.890184,0.058648,0.0,default,-0.93637616,-0.33030543,"SVM-RBF(C=10.0,class_weight=None,gamma=scale)|w=class_arch"
221,w2v,SW,,head,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.876893,0.872021,0.934072,0.880723,0.874057,0.071987,0.0,default,-0.4012995,-0.4012995,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
222,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,MLP,"{""alpha"": ""0.001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(256, 128)"", ""learning_rate_init"": ""0.001""}",none,0.876,0.870634,0.911448,0.876404,0.876404,0.019458,0.5,default,0.41550515,0.41550515,"MLP(alpha=0.001,early_stopping=True,hidden_layer_sizes=(256, 128),learning_rate_init=0.001)|w=none"
223,tfidf,SW,,head,5000,1-2,tfidf,,,7629,LogReg,"{""C"": ""10.0"", ""class_weight"": ""None""}",none,0.875897,0.869238,0.975791,0.935736,0.935736,0.052983,0.5,default,0.20236727,0.20236727,"LogReg(C=10.0,class_weight=None)|w=none"
224,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.875871,0.871019,0.935978,0.87399,0.87936,0.048856,0.5,default,0.25923799,0.4262832,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
225,tfidf,SW,,head,5000,1-2,tfidf,,,7629,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.875767,0.869519,0.975774,0.919336,0.923738,0.040616,0.0,default,-0.3327877,-0.24931982,"LinearSVC(C=0.1,class_weight=None)|w=none"
226,tfidf,SW,,strided,20000,1-1,tfidf,,,515,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.875465,0.870081,0.970364,0.930068,0.930068,0.051574,0.0,default,-0.39140475,-0.39140475,"LinearSVC(C=1.0,class_weight=balanced)|w=none"
227,w2v,SW,,head,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.875249,0.870257,0.904226,0.874763,0.874763,0.069438,0.5,default,0.26802191,0.26802191,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
228,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.875039,0.872143,0.921596,0.872601,0.872601,0.045493,0.0,default,-0.04242362,-0.00468737,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
229,tfidf,SW,,strided,20000,1-3,tfidf,,,100174,LinearSVC,"{""C"": ""0.01"", ""class_weight"": ""None""}",none,0.874787,0.869215,0.968675,0.920912,0.920912,0.048383,0.0,default,-0.11488281,-0.11488281,"LinearSVC(C=0.01,class_weight=None)|w=none"
230,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.874424,0.870475,0.9484,0.845065,0.845065,0.059824,0.0,default,-0.62694074,-0.04044274,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
231,w2v,SW,,head,5000,1-1,w2v,"dim=200,window=10,epochs=10,min_count=5",mean,200,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.874298,0.868766,0.918923,0.871776,0.871776,0.037219,0.0,default,-0.43369425,-0.43369425,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
232,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean_max,300,MLP,"{""alpha"": ""0.001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(256, 128)"", ""learning_rate_init"": ""0.001""}",none,0.873977,0.87013,0.945882,0.872566,0.874447,0.048356,0.5,default,0.26686303,0.26686303,"MLP(alpha=0.001,early_stopping=True,hidden_layer_sizes=(256, 128),learning_rate_init=0.001)|w=none"
233,tfidf,SW,,strided,20000,1-1,tfidf,,,515,LogReg,"{""C"": ""10.0"", ""class_weight"": ""balanced""}",none,0.873951,0.86863,0.970121,0.93061,0.93061,0.049417,0.5,default,0.22175579,0.22175579,"LogReg(C=10.0,class_weight=balanced)|w=none"
234,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.873783,0.868911,0.9623,0.908881,0.908881,0.054837,0.0,default,-0.5211768,-0.5211768,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
235,w2v,SW,,head,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.873415,0.868077,0.914095,0.859473,0.859473,0.075499,0.5,default,0.42296477,0.48501268,"LogReg(C=1.0,class_weight=balanced)|w=none"
236,w2v,SW,,head,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,MLP,"{""alpha"": ""0.001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(256, 128)"", ""learning_rate_init"": ""0.001""}",none,0.873415,0.868077,0.895222,0.878003,0.878003,0.082057,0.5,default,0.41550468,0.41550468,"MLP(alpha=0.001,early_stopping=True,hidden_layer_sizes=(256, 128),learning_rate_init=0.001)|w=none"
237,w2v,SW,,head,5000,1-1,w2v,"dim=200,window=10,epochs=10,min_count=5",mean,200,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.873224,0.86766,0.913268,0.870808,0.870808,0.040153,0.5,default,0.44662207,0.44662207,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
238,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.873121,0.869545,0.947318,0.893882,0.894148,0.041507,0.0,default,-0.40408781,-0.11139262,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
239,tfidf,SW,,strided,50000,1-1,tfidf,,,553,LogReg,"{""C"": ""10.0"", ""class_weight"": ""None""}",none,0.873028,0.867243,0.969913,0.933459,0.933446,0.050476,0.5,default,0.22155855,0.22155855,"LogReg(C=10.0,class_weight=None)|w=none"
240,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.872973,0.867732,0.940963,0.900175,0.900175,0.07485,0.0,default,-0.58870852,-0.58870852,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
241,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.87294,0.868326,0.934408,0.864275,0.866626,0.064175,0.0,default,-0.55569524,-0.1683485,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
242,w2v,SW,,head,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.872539,0.868086,0.910066,0.859837,0.861601,0.057652,0.5,default,0.47938116,0.47938116,"LogReg(C=1.0,class_weight=balanced)|w=none"
243,tfidf,SW,,strided,5000,1-3,tfidf,,,64244,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",class_arch,0.872305,0.865783,0.974467,0.91272,0.911381,0.033774,0.5,default,0.30659763,0.37222511,"LogReg(C=1.0,class_weight=None)|w=class_arch"
244,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.872227,0.867356,0.93445,0.85891,0.866114,0.043841,0.5,default,0.47024519,0.47024519,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
245,tfidf,SW,,strided,5000,1-3,tfidf,,,64244,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",class_arch,0.871761,0.86523,0.977201,0.915711,0.915711,0.034693,0.0,default,-0.29766936,-0.21565093,"LinearSVC(C=0.1,class_weight=None)|w=class_arch"
246,tfidf,SW,,head,5000,1-3,tfidf,,,37877,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.871379,0.86499,0.975571,0.921702,0.917433,0.066199,0.5,default,0.21077363,0.24329568,"LogReg(C=1.0,class_weight=None)|w=none"
247,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean_max,300,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.871246,0.868865,0.950423,0.874114,0.874114,0.060458,0.0,default,-0.40170636,-0.40170636,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
248,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""0.1""}",none,0.871066,0.866041,0.938912,0.894708,0.878633,0.065929,0.0,default,-0.67506088,-0.32635998,"SVM-RBF(C=10.0,class_weight=None,gamma=0.1)|w=none"
249,w2v,SW,,head,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""scale""}",class_arch,0.870996,0.864749,0.964046,0.916992,0.915793,0.052271,0.0,default,-0.54191269,-0.3593412,"SVM-RBF(C=10.0,class_weight=None,gamma=scale)|w=class_arch"
250,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.870854,0.866218,0.91354,0.876127,0.876127,0.0627,0.5,default,0.45484491,0.45484491,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
251,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.870854,0.866218,0.949704,0.880938,0.885093,0.049821,0.0,default,-0.48565697,-0.48565697,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
252,w2v,SW,,head,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.870674,0.866499,0.938579,0.873403,0.873403,0.064691,0.5,default,0.28362741,0.28362741,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
253,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.870187,0.86605,0.950186,0.882821,0.882821,0.03819,0.5,default,0.17730275,0.17730275,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
254,tfidf,SW,,strided,50000,1-2,tfidf,,,18667,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.870016,0.863362,0.987958,0.942144,0.940552,0.055327,0.0,default,-0.5912977,-0.5912977,"LinearSVC(C=1.0,class_weight=None)|w=none"
255,tfidf,SW,,strided,50000,1-2,tfidf,,,18667,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.869581,0.863507,0.983402,0.927511,0.936651,0.049669,0.0,default,-0.14061672,-0.14061672,"LinearSVC(C=0.1,class_weight=None)|w=none"
256,tfidf,SW,,strided,50000,1-2,tfidf,,,18667,LogReg,"{""C"": ""10.0"", ""class_weight"": ""None""}",none,0.869258,0.862882,0.986034,0.944387,0.944387,0.057309,0.5,default,0.23170152,0.23170152,"LogReg(C=10.0,class_weight=None)|w=none"
257,w2v,SW,,head,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.869255,0.865257,0.90157,0.834179,0.834179,0.066949,0.0,default,0.00680313,0.00680313,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
258,w2v,SW,,head,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.869118,0.863652,0.927411,0.881898,0.88431,0.07777,0.0,default,-0.82901148,-0.1600529,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
259,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=30,epochs=5,min_count=1",tfidf_mean,300,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.868864,0.863131,0.912266,0.850242,0.850242,0.033963,0.5,default,0.27948156,0.39014341,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
260,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.868478,0.86289,0.914056,0.877395,0.877395,0.028628,0.0,default,-0.27535518,-0.27535518,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
261,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.868289,0.866068,0.897627,0.868324,0.868324,0.054028,0.0,default,0.04935252,0.04935252,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
262,tfidf,SW,,head,5000,1-2,tfidf,,,7629,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.868279,0.861984,0.974082,0.926604,0.923392,0.048503,0.5,default,0.2655287,0.2655287,"LogReg(C=1.0,class_weight=None)|w=none"
263,tfidf,SW,,strided,5000,1-2,tfidf,,,10897,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",class_arch,0.868279,0.861984,0.974985,0.905142,0.902478,0.035526,0.0,default,-0.46188488,-0.35029305,"LinearSVC(C=0.1,class_weight=None)|w=class_arch"
264,tfidf,SW,,head,5000,1-3,tfidf,,,37877,LogReg,"{""C"": ""10.0"", ""class_weight"": ""None""}",none,0.868262,0.861494,0.978181,0.93674,0.930549,0.078318,0.5,default,0.08426029,0.08426029,"LogReg(C=10.0,class_weight=None)|w=none"
